time;code;value
1488897908.919645;2;1;1
1488897908.919645;0;0;0
1488897908.927645;2;0;3
1488897908.927645;2;1;4
1488897908.927645;0;0;0
1488897908.935641;2;0;-3
1488897908.935641;2;1;5
1488897908.935641;0;0;0
1488897908.943641;2;0;-9
1488897908.943641;2;1;5
1488897908.943641;0;0;0
1488897908.951641;2;0;7
1488897908.951641;0;0;0
1488897908.959642;2;0;-5
1488897908.959642;2;1;2
1488897908.959642;0;0;0
1488897908.967641;2;0;-7
1488897908.967641;2;1;2
1488897908.967641;0;0;0
1488897908.975638;2;0;-1
1488897908.975638;2;1;6
1488897908.975638;0;0;0
1488897908.983641;2;1;-1
1488897908.983641;0;0;0
1488897908.991633;2;0;1
1488897908.991633;2;1;-2
1488897908.991633;0;0;0
1488897908.999643;2;1;-6
1488897908.999643;0;0;0
1488897909.007651;2;0;3
1488897909.007651;2;1;4
1488897909.007651;0;0;0
1488897909.015643;2;0;1
1488897909.015643;2;1;3
1488897909.015643;0;0;0
1488897909.023647;2;0;1
1488897909.023647;0;0;0
1488897909.031644;2;0;-2
1488897909.031644;2;1;4
1488897909.031644;0;0;0
1488897909.039643;2;0;-2
1488897909.039643;2;1;8
1488897909.039643;0;0;0
1488897909.047642;2;0;1
1488897909.047642;2;1;-2
1488897909.047642;0;0;0
1488897909.055634;2;0;-3
1488897909.055634;2;1;-4
1488897909.055634;0;0;0
1488897909.063645;2;0;-4
1488897909.063645;2;1;1
1488897909.063645;0;0;0
1488897909.071645;2;0;5
1488897909.071645;2;1;-3
1488897909.071645;0;0;0
1488897909.079645;2;0;-3
1488897909.079645;0;0;0
1488897909.087644;2;0;7
1488897909.087644;2;1;14
1488897909.087644;0;0;0
1488897909.095645;2;0;6
1488897909.095645;2;1;5
1488897909.095645;0;0;0
1488897909.103641;2;0;1
1488897909.103641;2;1;-1
1488897909.103641;0;0;0
1488897909.111649;2;0;-1
1488897909.111649;2;1;3
1488897909.111649;0;0;0
1488897909.119645;2;0;-5
1488897909.119645;2;1;-1
1488897909.119645;0;0;0
1488897909.127645;2;1;1
1488897909.127645;0;0;0
1488897909.135644;2;0;-2
1488897909.135644;2;1;3
1488897909.135644;0;0;0
1488897909.143647;2;0;-1
1488897909.143647;2;1;2
1488897909.143647;0;0;0
1488897909.151645;2;1;-2
1488897909.151645;0;0;0
1488897909.159646;2;0;-7
1488897909.159646;2;1;-1
1488897909.159646;0;0;0
1488897909.167637;2;0;3
1488897909.167637;0;0;0
1488897909.175649;2;0;12
1488897909.175649;2;1;4
1488897909.175649;0;0;0
1488897909.183647;2;0;23
1488897909.183647;2;1;1
1488897909.183647;0;0;0
1488897909.191636;2;0;25
1488897909.191636;2;1;-7
1488897909.191636;0;0;0
1488897909.199645;2;0;2
1488897909.199645;0;0;0
1488897909.207651;2;0;-2
1488897909.207651;2;1;1
1488897909.207651;0;0;0
1488897909.215645;2;0;-1
1488897909.215645;0;0;0
1488897909.223645;2;0;-4
1488897909.223645;2;1;4
1488897909.223645;0;0;0
1488897909.231647;2;0;1
1488897909.231647;2;1;11
1488897909.231647;0;0;0
1488897909.239639;2;1;-1
1488897909.239639;0;0;0
1488897909.247649;2;0;-4
1488897909.247649;2;1;8
1488897909.247649;0;0;0
1488897909.255650;2;0;-1
1488897909.255650;2;1;10
1488897909.255650;0;0;0
1488897909.263647;2;0;1
1488897909.263647;2;1;-3
1488897909.263647;0;0;0
1488897909.271641;2;0;-1
1488897909.271641;2;1;1
1488897909.271641;0;0;0
1488897909.279649;2;0;7
1488897909.279649;2;1;3
1488897909.279649;0;0;0
1488897909.287646;2;0;-1
1488897909.287646;2;1;-4
1488897909.287646;0;0;0
1488897909.295647;2;0;-3
1488897909.295647;2;1;3
1488897909.295647;0;0;0
1488897909.303648;2;0;-4
1488897909.303648;2;1;-6
1488897909.303648;0;0;0
1488897909.311649;2;0;-12
1488897909.311649;2;1;2
1488897909.311649;0;0;0
1488897909.319651;2;0;-12
1488897909.319651;2;1;-2
1488897909.319651;0;0;0
1488897909.327651;2;0;4
1488897909.327651;0;0;0
1488897909.335653;2;0;-8
1488897909.335653;2;1;4
1488897909.335653;0;0;0
1488897909.343649;2;0;1
1488897909.343649;2;1;2
1488897909.343649;0;0;0
1488897909.351648;2;0;1
1488897909.351648;2;1;-2
1488897909.351648;0;0;0
1488897909.359649;2;0;-8
1488897909.359649;2;1;1
1488897909.359649;0;0;0
1488897909.367649;2;0;1
1488897909.367649;2;1;-1
1488897909.367649;0;0;0
1488897909.375649;2;0;4
1488897909.375649;2;1;2
1488897909.375649;0;0;0
1488897909.383649;2;0;-3
1488897909.383649;2;1;-3
1488897909.383649;0;0;0
1488897909.391650;2;0;-3
1488897909.391650;2;1;-5
1488897909.391650;0;0;0
1488897909.399644;2;0;-3
1488897909.399644;2;1;-1
1488897909.399644;0;0;0
1488897909.407659;2;0;-11
1488897909.407659;2;1;-6
1488897909.407659;0;0;0
1488897909.415656;2;0;-3
1488897909.415656;0;0;0
1488897909.423651;2;0;4
1488897909.423651;2;1;1
1488897909.423651;0;0;0
1488897909.431655;2;0;-1
1488897909.431655;2;1;3
1488897909.431655;0;0;0
1488897909.439651;2;0;6
1488897909.439651;0;0;0
1488897909.447646;2;0;-4
1488897909.447646;2;1;-2
1488897909.447646;0;0;0
1488897909.455647;2;1;1
1488897909.455647;0;0;0
1488897909.463650;2;0;1
1488897909.463650;2;1;4
1488897909.463650;0;0;0
1488897909.471650;2;0;2
1488897909.471650;2;1;10
1488897909.471650;0;0;0
1488897909.479654;2;0;1
1488897909.479654;2;1;4
1488897909.479654;0;0;0
1488897909.487653;2;0;-1
1488897909.487653;0;0;0
1488897909.495653;2;0;2
1488897909.495653;2;1;3
1488897909.495653;0;0;0
1488897909.503653;2;0;7
1488897909.503653;2;1;6
1488897909.503653;0;0;0
1488897909.511657;2;0;-6
1488897909.511657;2;1;-1
1488897909.511657;0;0;0
1488897909.519653;2;0;4
1488897909.519653;2;1;3
1488897909.519653;0;0;0
1488897909.527655;2;1;-1
1488897909.527655;0;0;0
1488897909.535655;2;0;-3
1488897909.535655;2;1;1
1488897909.535655;0;0;0
1488897909.543653;2;0;2
1488897909.543653;0;0;0
1488897909.551650;2;1;-1
1488897909.551650;0;0;0
1488897909.559655;2;0;-3
1488897909.559655;2;1;-1
1488897909.559655;0;0;0
1488897909.567654;2;0;6
1488897909.567654;2;1;-2
1488897909.567654;0;0;0
1488897909.575657;2;0;1
1488897909.575657;2;1;2
1488897909.575657;0;0;0
1488897909.583653;2;0;1
1488897909.583653;2;1;4
1488897909.583653;0;0;0
1488897909.591654;2;1;-1
1488897909.591654;0;0;0
1488897909.599651;2;0;3
1488897909.599651;2;1;-1
1488897909.599651;0;0;0
1488897909.607656;2;0;2
1488897909.607656;2;1;2
1488897909.607656;0;0;0
1488897909.615652;2;0;-1
1488897909.615652;2;1;-4
1488897909.615652;0;0;0
1488897909.623655;2;0;6
1488897909.623655;2;1;-2
1488897909.623655;0;0;0
1488897909.631653;2;0;10
1488897909.631653;2;1;4
1488897909.631653;0;0;0
1488897909.639657;2;0;1
1488897909.639657;2;1;2
1488897909.639657;0;0;0
1488897909.647658;2;0;-14
1488897909.647658;2;1;-6
1488897909.647658;0;0;0
1488897909.655659;2;0;3
1488897909.655659;2;1;4
1488897909.655659;0;0;0
1488897909.663653;2;0;-1
1488897909.663653;2;1;-1
1488897909.663653;0;0;0
1488897909.671657;2;0;1
1488897909.671657;2;1;-2
1488897909.671657;0;0;0
1488897909.679647;2;0;3
1488897909.679647;2;1;-1
1488897909.679647;0;0;0
1488897909.687656;2;0;1
1488897909.687656;0;0;0
1488897909.695656;2;0;-7
1488897909.695656;2;1;4
1488897909.695656;0;0;0
1488897909.703654;2;0;-7
1488897909.703654;2;1;-5
1488897909.703654;0;0;0
1488897909.711654;2;0;-22
1488897909.711654;0;0;0
1488897909.719659;2;0;-3
1488897909.719659;0;0;0
1488897909.727655;2;0;3
1488897909.727655;2;1;-3
1488897909.727655;0;0;0
1488897909.735658;2;0;-5
1488897909.735658;2;1;-2
1488897909.735658;0;0;0
1488897909.743654;2;0;-4
1488897909.743654;2;1;5
1488897909.743654;0;0;0
1488897909.751657;2;0;-1
1488897909.751657;2;1;-1
1488897909.751657;0;0;0
1488897909.767653;2;0;-1
1488897909.767653;2;1;3
1488897909.767653;0;0;0
1488897909.775660;2;0;3
1488897909.775660;2;1;-2
1488897909.775660;0;0;0
1488897909.783659;2;0;12
1488897909.783659;2;1;-3
1488897909.783659;0;0;0
1488897909.791659;2;0;-4
1488897909.791659;2;1;-3
1488897909.791659;0;0;0
1488897909.799658;2;0;9
1488897909.799658;2;1;6
1488897909.799658;0;0;0
1488897909.807658;2;0;-1
1488897909.807658;2;1;2
1488897909.807658;0;0;0
1488897909.815661;2;0;6
1488897909.815661;0;0;0
1488897909.823662;2;0;5
1488897909.823662;2;1;2
1488897909.823662;0;0;0
1488897909.831658;2;0;-1
1488897909.831658;2;1;-3
1488897909.831658;0;0;0
1488897909.839662;2;0;-21
1488897909.839662;2;1;1
1488897909.839662;0;0;0
1488897909.847649;2;0;-14
1488897909.847649;2;1;-3
1488897909.847649;0;0;0
1488897909.855667;2;0;-3
1488897909.855667;2;1;-3
1488897909.855667;0;0;0
1488897909.863664;2;0;5
1488897909.863664;0;0;0
1488897909.871661;2;0;-6
1488897909.871661;2;1;4
1488897909.871661;0;0;0
1488897909.879658;2;0;-1
1488897909.879658;2;1;2
1488897909.879658;0;0;0
1488897909.887658;2;0;-2
1488897909.887658;2;1;5
1488897909.887658;0;0;0
1488897909.895659;2;0;-1
1488897909.895659;2;1;-1
1488897909.895659;0;0;0
1488897909.903659;2;0;-2
1488897909.903659;2;1;1
1488897909.903659;0;0;0
1488897909.911650;2;0;-3
1488897909.911650;2;1;2
1488897909.911650;0;0;0
1488897909.919661;2;0;-3
1488897909.919661;2;1;-1
1488897909.919661;0;0;0
1488897909.927662;2;0;1
1488897909.927662;2;1;1
1488897909.927662;0;0;0
1488897909.935664;2;0;-2
1488897909.935664;2;1;-4
1488897909.935664;0;0;0
1488897909.943662;2;0;-1
1488897909.943662;2;1;1
1488897909.943662;0;0;0
1488897909.951666;2;0;2
1488897909.951666;2;1;2
1488897909.951666;0;0;0
1488897909.959660;2;0;4
1488897909.959660;2;1;1
1488897909.959660;0;0;0
1488897909.967661;2;0;10
1488897909.967661;2;1;9
1488897909.967661;0;0;0
1488897909.975662;2;0;-1
1488897909.975662;2;1;1
1488897909.975662;0;0;0
1488897909.983661;2;0;-3
1488897909.983661;2;1;-3
1488897909.983661;0;0;0
1488897909.991661;2;0;-1
1488897909.991661;2;1;4
1488897909.991661;0;0;0
1488897909.999665;2;1;-2
1488897909.999665;0;0;0
1488897910.007653;2;0;-2
1488897910.007653;2;1;1
1488897910.007653;0;0;0
1488897910.015656;2;0;1
1488897910.015656;0;0;0
1488897910.023656;2;0;-3
1488897910.023656;2;1;-3
1488897910.023656;0;0;0
1488897910.031668;2;0;2
1488897910.031668;2;1;-3
1488897910.031668;0;0;0
1488897910.039664;2;0;4
1488897910.039664;2;1;-3
1488897910.039664;0;0;0
1488897910.047665;2;0;1
1488897910.047665;2;1;-2
1488897910.047665;0;0;0
1488897910.055654;2;0;-4
1488897910.055654;2;1;2
1488897910.055654;0;0;0
1488897910.063665;2;0;-2
1488897910.063665;2;1;-8
1488897910.063665;0;0;0
1488897910.071669;2;0;12
1488897910.071669;2;1;4
1488897910.071669;0;0;0
1488897910.079668;2;0;1
1488897910.079668;2;1;6
1488897910.079668;0;0;0
1488897910.087666;2;0;-8
1488897910.087666;2;1;4
1488897910.087666;0;0;0
1488897910.095666;2;1;-4
1488897910.095666;0;0;0
1488897910.103661;2;0;-11
1488897910.103661;2;1;-2
1488897910.103661;0;0;0
1488897910.119667;2;0;2
1488897910.119667;2;1;2
1488897910.119667;0;0;0
1488897910.127669;2;0;1
1488897910.127669;0;0;0
1488897910.135669;2;0;-6
1488897910.135669;2;1;2
1488897910.135669;0;0;0
1488897910.143671;2;0;-1
1488897910.143671;2;1;6
1488897910.143671;0;0;0
1488897910.151666;2;0;3
1488897910.151666;2;1;6
1488897910.151666;0;0;0
1488897910.159667;2;0;-1
1488897910.159667;2;1;-2
1488897910.159667;0;0;0
1488897910.167665;2;0;3
1488897910.167665;2;1;3
1488897910.167665;0;0;0
1488897910.175668;2;0;1
1488897910.175668;2;1;2
1488897910.175668;0;0;0
1488897910.183667;2;0;4
1488897910.183667;0;0;0
1488897910.191665;2;0;1
1488897910.191665;2;1;1
1488897910.191665;0;0;0
1488897910.199669;2;0;-5
1488897910.199669;2;1;-4
1488897910.199669;0;0;0
1488897910.207667;2;0;-6
1488897910.207667;2;1;-2
1488897910.207667;0;0;0
1488897910.215667;2;0;-20
1488897910.215667;2;1;-2
1488897910.215667;0;0;0
1488897910.223669;2;0;-20
1488897910.223669;2;1;-7
1488897910.223669;0;0;0
1488897910.231658;2;0;-2
1488897910.231658;2;1;4
1488897910.231658;0;0;0
1488897910.239662;2;0;-3
1488897910.239662;2;1;1
1488897910.239662;0;0;0
1488897910.247670;2;0;6
1488897910.247670;2;1;5
1488897910.247670;0;0;0
1488897910.255671;2;0;-7
1488897910.255671;2;1;-3
1488897910.255671;0;0;0
1488897910.263667;2;0;-2
1488897910.263667;2;1;1
1488897910.263667;0;0;0
1488897910.271669;2;0;-2
1488897910.271669;2;1;3
1488897910.271669;0;0;0
1488897910.279659;2;0;-3
1488897910.279659;2;1;4
1488897910.279659;0;0;0
1488897910.287660;2;0;-1
1488897910.287660;2;1;-1
1488897910.287660;0;0;0
1488897910.295663;2;0;-3
1488897910.295663;2;1;-3
1488897910.295663;0;0;0
1488897910.303671;2;0;3
1488897910.303671;2;1;4
1488897910.303671;0;0;0
1488897910.311661;2;0;3
1488897910.311661;2;1;2
1488897910.311661;0;0;0
1488897910.319670;2;0;-2
1488897910.319670;2;1;-4
1488897910.319670;0;0;0
1488897910.327673;2;0;-3
1488897910.327673;2;1;1
1488897910.327673;0;0;0
1488897910.335671;2;0;7
1488897910.335671;2;1;2
1488897910.335671;0;0;0
1488897910.343669;2;0;2
1488897910.343669;2;1;4
1488897910.343669;0;0;0
1488897910.351668;2;0;8
1488897910.351668;2;1;2
1488897910.351668;0;0;0
1488897910.359671;2;0;2
1488897910.359671;2;1;4
1488897910.359671;0;0;0
1488897910.367672;2;0;-1
1488897910.367672;2;1;-3
1488897910.367672;0;0;0
1488897910.375673;2;0;-1
1488897910.375673;2;1;5
1488897910.375673;0;0;0
1488897910.383672;2;0;3
1488897910.383672;2;1;-4
1488897910.383672;0;0;0
1488897910.391671;2;0;1
1488897910.391671;2;1;1
1488897910.391671;0;0;0
1488897910.399671;2;0;-1
1488897910.399671;2;1;10
1488897910.399671;0;0;0
1488897910.407674;2;0;-1
1488897910.407674;2;1;-3
1488897910.407674;0;0;0
1488897910.415673;2;0;4
1488897910.415673;2;1;-2
1488897910.415673;0;0;0
1488897910.423664;2;0;-1
1488897910.423664;2;1;-2
1488897910.423664;0;0;0
1488897910.431674;2;0;-3
1488897910.431674;2;1;1
1488897910.431674;0;0;0
1488897910.439675;2;0;-2
1488897910.439675;2;1;-2
1488897910.439675;0;0;0
1488897910.447675;2;0;-4
1488897910.447675;2;1;-1
1488897910.447675;0;0;0
1488897910.455673;2;0;3
1488897910.455673;2;1;-1
1488897910.455673;0;0;0
1488897910.463674;2;0;-3
1488897910.463674;0;0;0
1488897910.471674;2;0;-3
1488897910.471674;2;1;-4
1488897910.471674;0;0;0
1488897910.479670;2;0;4
1488897910.479670;2;1;1
1488897910.479670;0;0;0
1488897910.487676;2;0;-10
1488897910.487676;2;1;2
1488897910.487676;0;0;0
1488897910.495673;2;0;-3
1488897910.495673;2;1;1
1488897910.495673;0;0;0
1488897910.503673;2;0;-4
1488897910.503673;2;1;1
1488897910.503673;0;0;0
1488897910.511671;2;0;-1
1488897910.511671;0;0;0
1488897910.519664;2;0;-5
1488897910.519664;2;1;7
1488897910.519664;0;0;0
1488897910.527671;2;0;2
1488897910.527671;2;1;-6
1488897910.527671;0;0;0
1488897910.535676;2;0;3
1488897910.535676;2;1;4
1488897910.535676;0;0;0
1488897910.543668;2;0;2
1488897910.543668;2;1;4
1488897910.543668;0;0;0
1488897910.551679;2;0;1
1488897910.551679;2;1;4
1488897910.551679;0;0;0
1488897910.559674;2;0;2
1488897910.559674;2;1;-5
1488897910.559674;0;0;0
1488897910.567672;2;0;7
1488897910.567672;2;1;6
1488897910.567672;0;0;0
1488897910.575675;2;0;8
1488897910.575675;2;1;-3
1488897910.575675;0;0;0
1488897910.583674;2;0;2
1488897910.583674;2;1;9
1488897910.583674;0;0;0
1488897910.591674;2;0;6
1488897910.591674;2;1;6
1488897910.591674;0;0;0
1488897910.599677;2;0;-2
1488897910.599677;2;1;-1
1488897910.599677;0;0;0
1488897910.607678;2;0;-2
1488897910.607678;2;1;-1
1488897910.607678;0;0;0
1488897910.615679;2;1;5
1488897910.615679;0;0;0
1488897910.623675;2;0;7
1488897910.623675;2;1;1
1488897910.623675;0;0;0
1488897910.631667;2;0;14
1488897910.631667;2;1;4
1488897910.631667;0;0;0
1488897910.639678;2;0;-4
1488897910.639678;2;1;2
1488897910.639678;0;0;0
1488897910.647678;2;0;1
1488897910.647678;2;1;2
1488897910.647678;0;0;0
1488897910.655676;2;0;5
1488897910.655676;0;0;0
1488897910.663675;2;0;1
1488897910.663675;0;0;0
1488897910.671675;2;0;7
1488897910.671675;2;1;3
1488897910.671675;0;0;0
1488897910.679678;2;0;-3
1488897910.679678;2;1;4
1488897910.679678;0;0;0
1488897910.687678;2;1;3
1488897910.687678;0;0;0
1488897910.711682;2;0;7
1488897910.711682;2;1;-3
1488897910.711682;0;0;0
1488897910.719679;2;0;2
1488897910.719679;2;1;6
1488897910.719679;0;0;0
1488897910.727678;2;0;-1
1488897910.727678;2;1;7
1488897910.727678;0;0;0
1488897910.735680;2;0;1
1488897910.735680;2;1;2
1488897910.735680;0;0;0
1488897910.743678;2;0;-2
1488897910.743678;2;1;2
1488897910.743678;0;0;0
1488897910.751678;2;0;2
1488897910.751678;2;1;1
1488897910.751678;0;0;0
1488897910.759681;2;0;-3
1488897910.759681;2;1;2
1488897910.759681;0;0;0
1488897910.767683;2;0;-8
1488897910.767683;2;1;2
1488897910.767683;0;0;0
1488897910.775681;2;1;6
1488897910.775681;0;0;0
1488897910.783678;2;0;-6
1488897910.783678;2;1;1
1488897910.783678;0;0;0
1488897910.791679;2;0;-6
1488897910.791679;0;0;0
1488897910.807674;2;0;-1
1488897910.807674;2;1;-1
1488897910.807674;0;0;0
1488897910.815683;2;0;7
1488897910.815683;2;1;3
1488897910.815683;0;0;0
1488897910.823677;2;0;2
1488897910.823677;2;1;5
1488897910.823677;0;0;0
1488897910.831679;2;0;3
1488897910.831679;2;1;5
1488897910.831679;0;0;0
1488897910.839681;2;0;3
1488897910.839681;2;1;-3
1488897910.839681;0;0;0
1488897910.847683;2;1;-4
1488897910.847683;0;0;0
1488897910.855680;2;0;1
1488897910.855680;2;1;4
1488897910.855680;0;0;0
1488897910.863679;2;0;2
1488897910.863679;2;1;2
1488897910.863679;0;0;0
1488897910.871680;2;1;1
1488897910.871680;0;0;0
1488897910.879681;2;0;-6
1488897910.879681;2;1;-6
1488897910.879681;0;0;0
1488897910.887669;2;1;-2
1488897910.887669;0;0;0
1488897910.895678;2;0;3
1488897910.895678;2;1;-5
1488897910.895678;0;0;0
1488897910.903685;2;0;7
1488897910.903685;2;1;4
1488897910.903685;0;0;0
1488897910.911674;2;0;-3
1488897910.911674;2;1;11
1488897910.911674;0;0;0
1488897910.919683;2;0;-1
1488897910.919683;2;1;-4
1488897910.919683;0;0;0
1488897910.927683;2;1;5
1488897910.927683;0;0;0
1488897910.935675;2;0;-6
1488897910.935675;2;1;-5
1488897910.935675;0;0;0
1488897910.943680;2;0;-1
1488897910.943680;2;1;-1
1488897910.943680;0;0;0
1488897910.951682;2;0;2
1488897910.951682;2;1;-2
1488897910.951682;0;0;0
1488897910.959683;2;1;-3
1488897910.959683;0;0;0
1488897910.967682;2;0;3
1488897910.967682;2;1;6
1488897910.967682;0;0;0
1488897910.975685;2;0;2
1488897910.975685;2;1;1
1488897910.975685;0;0;0
1488897910.983685;2;0;3
1488897910.983685;2;1;-1
1488897910.983685;0;0;0
1488897910.991684;2;0;-4
1488897910.991684;2;1;-8
1488897910.991684;0;0;0
1488897910.999684;2;0;1
1488897910.999684;0;0;0
1488897911.007685;2;0;8
1488897911.007685;2;1;4
1488897911.007685;0;0;0
1488897911.015685;2;0;6
1488897911.015685;2;1;-1
1488897911.015685;0;0;0
1488897911.023683;2;0;-5
1488897911.023683;2;1;-3
1488897911.023683;0;0;0
1488897911.031682;2;0;-2
1488897911.031682;2;1;-1
1488897911.031682;0;0;0
1488897911.039679;2;0;2
1488897911.039679;2;1;-1
1488897911.039679;0;0;0
1488897911.047688;2;0;3
1488897911.047688;0;0;0
1488897911.055675;2;0;4
1488897911.055675;2;1;2
1488897911.055675;0;0;0
1488897911.063675;2;0;-1
1488897911.063675;2;1;7
1488897911.063675;0;0;0
1488897911.071677;2;0;8
1488897911.071677;2;1;-4
1488897911.071677;0;0;0
1488897911.079687;2;0;1
1488897911.079687;0;0;0
1488897911.087684;2;0;-1
1488897911.087684;2;1;-2
1488897911.087684;0;0;0
1488897911.095684;2;0;3
1488897911.095684;2;1;7
1488897911.095684;0;0;0
1488897911.103687;2;0;-1
1488897911.103687;2;1;-2
1488897911.103687;0;0;0
1488897911.111686;2;0;-1
1488897911.111686;2;1;3
1488897911.111686;0;0;0
1488897911.119692;2;0;7
1488897911.119692;2;1;1
1488897911.119692;0;0;0
1488897911.127687;2;0;1
1488897911.127687;2;1;2
1488897911.127687;0;0;0
1488897911.135687;2;1;-6
1488897911.135687;0;0;0
1488897911.143677;2;0;2
1488897911.143677;2;1;-1
1488897911.143677;0;0;0
1488897911.151695;2;0;-2
1488897911.151695;2;1;-3
1488897911.151695;0;0;0
1488897911.159688;2;0;-8
1488897911.159688;0;0;0
1488897911.167688;2;0;7
1488897911.167688;2;1;2
1488897911.167688;0;0;0
1488897911.175687;2;0;12
1488897911.175687;2;1;9
1488897911.175687;0;0;0
1488897911.183687;2;0;6
1488897911.183687;2;1;4
1488897911.183687;0;0;0
1488897911.191687;2;0;24
1488897911.191687;2;1;8
1488897911.191687;0;0;0
1488897911.199689;2;0;16
1488897911.199689;2;1;5
1488897911.199689;0;0;0
1488897911.207690;2;0;-2
1488897911.207690;2;1;3
1488897911.207690;0;0;0
1488897911.215688;2;0;2
1488897911.215688;2;1;-1
1488897911.215688;0;0;0
1488897911.223688;2;0;-1
1488897911.223688;2;1;2
1488897911.223688;0;0;0
1488897911.231689;2;0;-4
1488897911.231689;2;1;-4
1488897911.231689;0;0;0
1488897911.239681;2;0;5
1488897911.239681;2;1;5
1488897911.239681;0;0;0
1488897911.247690;2;0;2
1488897911.247690;2;1;7
1488897911.247690;0;0;0
1488897911.255690;2;0;-3
1488897911.255690;2;1;-2
1488897911.255690;0;0;0
1488897911.263688;2;0;-2
1488897911.263688;2;1;-3
1488897911.263688;0;0;0
1488897911.271688;2;0;3
1488897911.271688;2;1;6
1488897911.271688;0;0;0
1488897911.287694;2;0;-3
1488897911.287694;2;1;5
1488897911.287694;0;0;0
1488897911.295688;2;1;2
1488897911.295688;0;0;0
1488897911.303691;2;0;4
1488897911.303691;2;1;-1
1488897911.303691;0;0;0
1488897911.311689;2;0;-1
1488897911.311689;2;1;-3
1488897911.311689;0;0;0
1488897911.319681;2;0;-3
1488897911.319681;2;1;-2
1488897911.319681;0;0;0
1488897911.327693;2;0;-6
1488897911.327693;0;0;0
1488897911.335681;2;1;4
1488897911.335681;0;0;0
1488897911.343691;2;0;-1
1488897911.343691;2;1;-3
1488897911.343691;0;0;0
1488897911.351685;2;0;-9
1488897911.351685;2;1;-10
1488897911.351685;0;0;0
1488897911.359691;2;0;3
1488897911.359691;2;1;5
1488897911.359691;0;0;0
1488897911.367696;2;0;5
1488897911.367696;0;0;0
1488897911.375692;2;1;5
1488897911.375692;0;0;0
1488897911.383690;2;0;-1
1488897911.383690;2;1;2
1488897911.383690;0;0;0
1488897911.391691;2;0;-3
1488897911.391691;2;1;3
1488897911.391691;0;0;0
1488897911.399693;2;0;3
1488897911.399693;2;1;2
1488897911.399693;0;0;0
1488897911.415697;2;0;2
1488897911.415697;2;1;-7
1488897911.415697;0;0;0
1488897911.423698;2;0;5
1488897911.423698;0;0;0
1488897911.431695;2;0;2
1488897911.431695;2;1;6
1488897911.431695;0;0;0
1488897911.439696;2;0;-1
1488897911.439696;0;0;0
1488897911.447685;2;0;1
1488897911.447685;2;1;7
1488897911.447685;0;0;0
1488897911.455698;2;0;4
1488897911.455698;2;1;-3
1488897911.455698;0;0;0
1488897911.463695;2;0;-2
1488897911.463695;0;0;0
1488897911.471694;2;0;-4
1488897911.471694;2;1;3
1488897911.471694;0;0;0
1488897911.479692;2;0;-1
1488897911.479692;2;1;1
1488897911.479692;0;0;0
1488897911.487696;2;0;1
1488897911.487696;2;1;-1
1488897911.487696;0;0;0
1488897911.495693;2;0;-7
1488897911.495693;2;1;-5
1488897911.495693;0;0;0
1488897911.503691;2;0;2
1488897911.503691;2;1;1
1488897911.503691;0;0;0
1488897911.511694;2;0;-1
1488897911.511694;2;1;4
1488897911.511694;0;0;0
1488897911.527700;2;0;2
1488897911.527700;2;1;2
1488897911.527700;0;0;0
1488897911.535691;2;0;2
1488897911.535691;0;0;0
1488897911.543696;2;0;-6
1488897911.543696;2;1;1
1488897911.543696;0;0;0
1488897911.551685;2;0;-21
1488897911.551685;2;1;-1
1488897911.551685;0;0;0
1488897911.559697;2;0;-1
1488897911.559697;2;1;4
1488897911.559697;0;0;0
1488897911.567699;2;0;-2
1488897911.567699;2;1;-3
1488897911.567699;0;0;0
1488897911.575696;2;0;-4
1488897911.575696;2;1;1
1488897911.575696;0;0;0
1488897911.583692;2;0;-5
1488897911.583692;2;1;-4
1488897911.583692;0;0;0
1488897911.591697;2;0;5
1488897911.591697;2;1;6
1488897911.591697;0;0;0
1488897911.599699;2;0;-2
1488897911.599699;2;1;2
1488897911.599699;0;0;0
1488897911.607698;2;0;3
1488897911.607698;2;1;-5
1488897911.607698;0;0;0
1488897911.615696;2;0;3
1488897911.615696;2;1;-1
1488897911.615696;0;0;0
1488897911.623698;2;0;2
1488897911.623698;2;1;1
1488897911.623698;0;0;0
1488897911.631697;2;0;6
1488897911.631697;2;1;4
1488897911.631697;0;0;0
1488897911.639700;2;0;-4
1488897911.639700;2;1;-1
1488897911.639700;0;0;0
1488897911.647699;2;0;-1
1488897911.647699;0;0;0
1488897911.655702;2;0;-4
1488897911.655702;2;1;-3
1488897911.655702;0;0;0
1488897911.663699;2;0;-1
1488897911.663699;2;1;3
1488897911.663699;0;0;0
1488897911.671695;2;1;8
1488897911.671695;0;0;0
1488897911.679695;2;0;5
1488897911.679695;0;0;0
1488897911.687699;2;0;-8
1488897911.687699;2;1;3
1488897911.687699;0;0;0
1488897911.703697;2;0;-7
1488897911.703697;2;1;7
1488897911.703697;0;0;0
1488897911.711698;2;0;-6
1488897911.711698;2;1;-3
1488897911.711698;0;0;0
1488897911.719699;2;1;-1
1488897911.719699;0;0;0
1488897911.727703;2;0;2
1488897911.727703;2;1;-3
1488897911.727703;0;0;0
1488897911.735703;2;0;10
1488897911.735703;2;1;2
1488897911.735703;0;0;0
1488897911.743700;2;0;-3
1488897911.743700;2;1;-2
1488897911.743700;0;0;0
1488897911.751699;2;0;-5
1488897911.751699;2;1;-3
1488897911.751699;0;0;0
1488897911.759699;2;0;-5
1488897911.759699;2;1;-3
