time,code,type,value
1488897923.53594,2,0,-5
1488897923.53594,2,1,1
1488897923.53594,0,0,0
1488897923.54394,2,0,-10
1488897923.54394,2,1,-7
1488897923.54394,0,0,0
1488897923.55194,2,0,-12
1488897923.55194,2,1,-5
1488897923.55194,0,0,0
1488897923.55994,2,0,-12
1488897923.55994,2,1,-1
1488897923.55994,0,0,0
1488897923.56796,2,0,-1
1488897923.56796,2,1,-4
1488897923.56796,0,0,0
1488897923.57594,2,0,-2
1488897923.57594,2,1,-1
1488897923.57594,0,0,0
1488897923.58394,2,0,-1
1488897923.58394,2,1,-4
1488897923.58394,0,0,0
1488897923.59194,2,0,-3
1488897923.59194,2,1,6
1488897923.59194,0,0,0
1488897923.59994,2,0,-5
1488897923.59994,2,1,-3
1488897923.59994,0,0,0
1488897923.60795,2,0,-6
1488897923.60795,2,1,-1
1488897923.60795,0,0,0
1488897923.61595,2,0,-5
1488897923.61595,2,1,-4
1488897923.61595,0,0,0
1488897923.62395,2,1,-4
1488897923.62395,0,0,0
1488897923.63194,2,0,1
1488897923.63194,2,1,3
1488897923.63194,0,0,0
1488897923.63994,2,0,1
1488897923.63994,2,1,1
1488897923.63994,0,0,0
1488897923.64796,2,0,2
1488897923.64796,2,1,-3
1488897923.64796,0,0,0
1488897923.65595,2,0,-1
1488897923.65595,2,1,-6
1488897923.65595,0,0,0
1488897923.66394,2,0,-2
1488897923.66394,2,1,5
1488897923.66394,0,0,0
1488897923.67193,2,0,-5
1488897923.67193,2,1,4
1488897923.67193,0,0,0
1488897923.67995,2,0,-6
1488897923.67995,2,1,-5
1488897923.67995,0,0,0
1488897923.68795,2,0,-5
1488897923.68795,2,1,-3
1488897923.68795,0,0,0
1488897923.69595,2,0,2
1488897923.69595,2,1,-1
1488897923.69595,0,0,0
1488897923.70394,2,0,-5
1488897923.70394,0,0,0
1488897923.71194,2,0,1
1488897923.71194,2,1,-5
1488897923.71194,0,0,0
1488897923.71994,2,1,-1
1488897923.71994,0,0,0
1488897923.72795,2,0,1
1488897923.72795,2,1,1
1488897923.72795,0,0,0
1488897923.73594,2,1,-12
1488897923.73594,0,0,0
1488897923.74394,2,0,-7
1488897923.74394,0,0,0
1488897923.75194,2,0,-15
1488897923.75194,2,1,-2
1488897923.75194,0,0,0
1488897923.75994,2,0,-3
1488897923.75994,2,1,1
1488897923.75994,0,0,0
1488897923.76795,2,0,5
1488897923.76795,2,1,-1
1488897923.76795,0,0,0
1488897923.77594,2,0,1
1488897923.77594,2,1,2
1488897923.77594,0,0,0
1488897923.78395,2,0,2
1488897923.78395,2,1,1
1488897923.78395,0,0,0
1488897923.79194,2,0,21
1488897923.79194,2,1,-12
1488897923.79194,0,0,0
1488897923.79994,2,0,-5
1488897923.79994,2,1,1
1488897923.79994,0,0,0
1488897923.81595,2,0,1
1488897923.81595,2,1,3
1488897923.81595,0,0,0
1488897923.82394,2,0,3
1488897923.82394,2,1,1
1488897923.82394,0,0,0
1488897923.83194,2,0,1
1488897923.83194,2,1,-2
1488897923.83194,0,0,0
1488897923.83994,2,0,-2
1488897923.83994,2,1,-6
1488897923.83994,0,0,0
1488897923.84795,2,0,-11
1488897923.84795,2,1,1
1488897923.84795,0,0,0
1488897923.85595,2,0,-4
1488897923.85595,2,1,-3
1488897923.85595,0,0,0
1488897923.86394,2,0,-6
1488897923.86394,2,1,-5
1488897923.86394,0,0,0
1488897923.87194,2,0,-5
1488897923.87194,2,1,-2
1488897923.87194,0,0,0
1488897923.87995,2,0,5
1488897923.87995,2,1,7
1488897923.87995,0,0,0
1488897923.88796,2,0,1
1488897923.88796,2,1,-2
1488897923.88796,0,0,0
1488897923.89595,2,0,-1
1488897923.89595,0,0,0
1488897923.90395,2,0,11
1488897923.90395,2,1,11
1488897923.90395,0,0,0
1488897923.91195,2,0,6
1488897923.91195,2,1,3
1488897923.91195,0,0,0
1488897923.91995,2,0,-4
1488897923.91995,2,1,-2
1488897923.91995,0,0,0
1488897923.92795,2,0,-3
1488897923.92795,2,1,-5
1488897923.92795,0,0,0
1488897923.93595,2,1,7
1488897923.93595,0,0,0
1488897923.94395,2,1,-1
1488897923.94395,0,0,0
1488897923.95195,2,0,-7
1488897923.95195,2,1,2
1488897923.95195,0,0,0
1488897923.95996,2,0,-5
1488897923.95996,2,1,-1
1488897923.95996,0,0,0
1488897923.96796,2,0,1
1488897923.96796,2,1,2
1488897923.96796,0,0,0
1488897923.97594,2,0,3
1488897923.97594,2,1,4
1488897923.97594,0,0,0
1488897923.98396,2,0,-2
1488897923.98396,2,1,4
1488897923.98396,0,0,0
1488897923.99195,2,0,3
1488897923.99195,2,1,-2
1488897923.99195,0,0,0
1488897923.99996,2,0,1
1488897923.99996,2,1,-3
1488897923.99996,0,0,0
1488897924.00796,2,1,-4
1488897924.00796,0,0,0
1488897924.01595,2,0,-2
1488897924.01595,2,1,2
1488897924.01595,0,0,0
1488897924.02395,2,0,8
1488897924.02395,2,1,3
1488897924.02395,0,0,0
1488897924.03195,2,0,5
1488897924.03195,2,1,-1
1488897924.03195,0,0,0
1488897924.03995,2,0,1
1488897924.03995,2,1,-1
1488897924.03995,0,0,0
1488897924.04796,2,0,5
1488897924.04796,0,0,0
1488897924.05594,2,0,-4
1488897924.05594,2,1,-1
1488897924.05594,0,0,0
1488897924.06396,2,0,-11
1488897924.06396,2,1,-4
1488897924.06396,0,0,0
1488897924.07195,2,0,-13
1488897924.07195,2,1,3
1488897924.07195,0,0,0
1488897924.07997,2,0,-1
1488897924.07997,2,1,-3
1488897924.07997,0,0,0
1488897924.08795,2,1,-7
1488897924.08795,0,0,0
1488897924.09595,2,0,-1
1488897924.09595,0,0,0
1488897924.10397,2,0,-1
1488897924.10397,2,1,1
1488897924.10397,0,0,0
1488897924.11195,2,1,3
1488897924.11195,0,0,0
1488897924.11995,2,0,1
1488897924.11995,2,1,-1
1488897924.11995,0,0,0
1488897924.12795,2,0,-1
1488897924.12795,2,1,-7
1488897924.12795,0,0,0
1488897924.13596,2,0,4
1488897924.13596,2,1,-4
1488897924.13596,0,0,0
1488897924.14395,2,0,-1
1488897924.14395,2,1,1
1488897924.14395,0,0,0
1488897924.15196,2,0,3
1488897924.15196,2,1,-3
1488897924.15196,0,0,0
1488897924.15995,2,0,1
1488897924.15995,2,1,1
1488897924.15995,0,0,0
1488897924.16796,2,0,1
1488897924.16796,0,0,0
1488897924.17596,2,0,-5
1488897924.17596,0,0,0
1488897924.18396,2,0,-2
1488897924.18396,2,1,-8
1488897924.18396,0,0,0
1488897924.19195,2,0,8
1488897924.19195,2,1,3
1488897924.19195,0,0,0
1488897924.19995,2,0,-2
1488897924.19995,0,0,0
1488897924.20796,2,0,1
1488897924.20796,2,1,-1
1488897924.20796,0,0,0
1488897924.21595,2,0,2
1488897924.21595,2,1,-1
1488897924.21595,0,0,0
1488897924.22395,2,0,-4
1488897924.22395,2,1,2
1488897924.22395,0,0,0
1488897924.23195,2,0,10
1488897924.23195,2,1,2
1488897924.23195,0,0,0
1488897924.23995,2,0,-2
1488897924.23995,2,1,2
1488897924.23995,0,0,0
1488897924.24798,2,0,-7
1488897924.24798,2,1,-1
1488897924.24798,0,0,0
1488897924.25595,2,0,3
1488897924.25595,2,1,3
1488897924.25595,0,0,0
1488897924.26396,2,0,7
1488897924.26396,2,1,1
1488897924.26396,0,0,0
1488897924.27196,2,0,3
1488897924.27196,2,1,2
1488897924.27196,0,0,0
1488897924.27997,2,0,12
1488897924.27997,2,1,-1
1488897924.27997,0,0,0
1488897924.28796,2,0,3
1488897924.28796,2,1,-2
1488897924.28796,0,0,0
1488897924.29596,2,0,10
1488897924.29596,2,1,4
1488897924.29596,0,0,0
1488897924.30396,2,0,-2
1488897924.30396,2,1,-7
1488897924.30396,0,0,0
1488897924.31195,2,0,-3
1488897924.31195,0,0,0
1488897924.31995,2,0,1
1488897924.31995,2,1,1
1488897924.31995,0,0,0
1488897924.32796,2,0,-3
1488897924.32796,2,1,-4
1488897924.32796,0,0,0
1488897924.33595,2,0,-1
1488897924.33595,0,0,0
1488897924.35195,2,0,-2
1488897924.35195,0,0,0
1488897924.35996,2,0,1
1488897924.35996,2,1,-6
1488897924.35996,0,0,0
1488897924.36796,2,0,-3
1488897924.36796,2,1,-4
1488897924.36796,0,0,0
1488897924.37596,2,0,5
1488897924.37596,2,1,3
1488897924.37596,0,0,0
1488897924.38396,2,0,7
1488897924.38396,2,1,-2
1488897924.38396,0,0,0
1488897924.39195,2,0,7
1488897924.39195,2,1,5
1488897924.39195,0,0,0
1488897924.39995,2,0,9
1488897924.39995,2,1,-5
1488897924.39995,0,0,0
1488897924.40796,2,0,4
1488897924.40796,2,1,-3
1488897924.40796,0,0,0
1488897924.41596,2,0,5
1488897924.41596,2,1,-1
1488897924.41596,0,0,0
1488897924.42396,2,0,-1
1488897924.42396,2,1,4
1488897924.42396,0,0,0
1488897924.43196,2,0,-4
1488897924.43196,0,0,0
1488897924.43996,2,0,4
1488897924.43996,2,1,6
1488897924.43996,0,0,0
1488897924.44796,2,0,3
1488897924.44796,2,1,1
1488897924.44796,0,0,0
1488897924.45596,2,0,10
1488897924.45596,2,1,4
1488897924.45596,0,0,0
1488897924.46396,2,0,4
1488897924.46396,2,1,7
1488897924.46396,0,0,0
1488897924.47196,2,0,7
1488897924.47196,2,1,-1
1488897924.47196,0,0,0
1488897924.47996,2,0,4
1488897924.47996,2,1,-5
1488897924.47996,0,0,0
1488897924.48796,2,0,8
1488897924.48796,2,1,-2
1488897924.48796,0,0,0
1488897924.49596,2,0,-9
1488897924.49596,2,1,-1
1488897924.49596,0,0,0
1488897924.50396,2,0,7
1488897924.50396,2,1,2
1488897924.50396,0,0,0
1488897924.51197,2,0,12
1488897924.51197,2,1,9
1488897924.51197,0,0,0
1488897924.51996,2,0,3
1488897924.51996,2,1,2
1488897924.51996,0,0,0
1488897924.52796,2,0,10
1488897924.52796,2,1,10
1488897924.52796,0,0,0
1488897924.53596,2,0,7
1488897924.53596,2,1,12
1488897924.53596,0,0,0
1488897924.54396,2,0,4
1488897924.54396,0,0,0
1488897924.55196,2,0,-1
1488897924.55196,2,1,-5
1488897924.55196,0,0,0
1488897924.55996,2,0,-13
1488897924.55996,2,1,-7
1488897924.55996,0,0,0
1488897924.56797,2,0,2
1488897924.56797,2,1,6
1488897924.56797,0,0,0
1488897924.57596,2,1,2
1488897924.57596,0,0,0
1488897924.58396,2,0,3
1488897924.58396,2,1,-2
1488897924.58396,0,0,0
1488897924.59196,2,0,2
1488897924.59196,2,1,4
1488897924.59196,0,0,0
1488897924.59996,2,0,1
1488897924.59996,2,1,-1
1488897924.59996,0,0,0
1488897924.60797,2,0,4
1488897924.60797,2,1,5
1488897924.60797,0,0,0
1488897924.61596,2,0,4
1488897924.61596,2,1,1
1488897924.61596,0,0,0
1488897924.62396,2,0,6
1488897924.62396,2,1,3
1488897924.62396,0,0,0
1488897924.63196,2,0,22
1488897924.63196,2,1,3
1488897924.63196,0,0,0
1488897924.63996,2,0,3
1488897924.63996,2,1,-3
1488897924.63996,0,0,0
1488897924.64797,2,0,6
1488897924.64797,2,1,1
1488897924.64797,0,0,0
1488897924.65596,2,0,-5
1488897924.65596,2,1,6
1488897924.65596,0,0,0
1488897924.66397,2,0,8
1488897924.66397,2,1,7
1488897924.66397,0,0,0
1488897924.67196,2,0,6
1488897924.67196,2,1,-3
1488897924.67196,0,0,0
1488897924.67996,2,0,4
1488897924.67996,2,1,2
1488897924.67996,0,0,0
1488897924.68796,2,0,3
1488897924.68796,2,1,6
1488897924.68796,0,0,0
1488897924.69597,2,0,-7
1488897924.69597,2,1,-2
1488897924.69597,0,0,0
1488897924.70396,2,0,-3
1488897924.70396,2,1,6
1488897924.70396,0,0,0
1488897924.71196,2,0,-2
1488897924.71196,2,1,-2
1488897924.71196,0,0,0
1488897924.71997,2,0,3
1488897924.71997,2,1,3
1488897924.71997,0,0,0
1488897924.72796,2,0,-1
1488897924.72796,2,1,4
1488897924.72796,0,0,0
1488897924.73597,2,0,-1
1488897924.73597,0,0,0
1488897924.74396,2,0,7
1488897924.74396,0,0,0
1488897924.75195,2,0,-1
1488897924.75195,2,1,2
1488897924.75195,0,0,0
1488897924.75996,2,0,3
1488897924.75996,2,1,2
1488897924.75996,0,0,0
1488897924.76797,2,0,-3
1488897924.76797,2,1,5
1488897924.76797,0,0,0
1488897924.77598,2,0,-4
1488897924.77598,2,1,1
1488897924.77598,0,0,0
1488897924.78397,2,0,-1
1488897924.78397,2,1,2
1488897924.78397,0,0,0
1488897924.79197,2,0,1
1488897924.79197,2,1,-1
1488897924.79197,0,0,0
1488897924.79996,2,0,6
1488897924.79996,2,1,-8
1488897924.79996,0,0,0
1488897924.80796,2,1,-6
1488897924.80796,0,0,0
1488897924.81596,2,0,13
1488897924.81596,2,1,-3
1488897924.81596,0,0,0
1488897924.82397,2,0,6
1488897924.82397,0,0,0
1488897924.83197,2,0,-1
1488897924.83197,2,1,-1
1488897924.83197,0,0,0
1488897924.83996,2,0,4
1488897924.83996,2,1,1
1488897924.83996,0,0,0
1488897924.84798,2,0,-3
1488897924.84798,2,1,-1
1488897924.84798,0,0,0
1488897924.85597,2,0,-3
1488897924.85597,2,1,-7
1488897924.85597,0,0,0
1488897924.86397,2,0,-4
1488897924.86397,2,1,5
1488897924.86397,0,0,0
1488897924.87197,2,0,-3
1488897924.87197,2,1,18
1488897924.87197,0,0,0
1488897924.87996,2,0,3
1488897924.87996,2,1,3
1488897924.87996,0,0,0
1488897924.89598,2,1,-1
1488897924.89598,0,0,0
1488897924.90397,2,0,1
1488897924.90397,2,1,-1
1488897924.90397,0,0,0
1488897924.91197,2,0,3
1488897924.91197,0,0,0
1488897924.91997,2,0,3
1488897924.91997,2,1,-3
1488897924.91997,0,0,0
1488897924.92797,2,0,14
1488897924.92797,2,1,-2
1488897924.92797,0,0,0
1488897924.93597,2,0,8
1488897924.93597,0,0,0
1488897924.94397,2,0,3
1488897924.94397,2,1,7
1488897924.94397,0,0,0
1488897924.95197,2,0,-9
1488897924.95197,2,1,-4
1488897924.95197,0,0,0
1488897924.95997,2,0,4
1488897924.95997,2,1,-3
1488897924.95997,0,0,0
1488897924.96797,2,0,10
1488897924.96797,0,0,0
1488897924.97596,2,0,1
1488897924.97596,2,1,-5
1488897924.97596,0,0,0
1488897924.98397,2,0,-3
1488897924.98397,2,1,-1
1488897924.98397,0,0,0
1488897924.99197,2,0,-4
1488897924.99197,2,1,5
1488897924.99197,0,0,0
1488897924.99997,2,0,-7
1488897924.99997,2,1,3
1488897924.99997,0,0,0
1488897925.00797,2,0,-1
1488897925.00797,2,1,1
1488897925.00797,0,0,0
1488897925.01597,2,1,2
1488897925.01597,0,0,0
1488897925.02397,2,0,5
1488897925.02397,2,1,-7
1488897925.02397,0,0,0
1488897925.03197,2,0,10
1488897925.03197,2,1,6
1488897925.03197,0,0,0
1488897925.03997,2,0,5
1488897925.03997,2,1,1
1488897925.03997,0,0,0
1488897925.04798,2,0,-2
1488897925.04798,2,1,5
1488897925.04798,0,0,0
1488897925.05596,2,0,3
1488897925.05596,2,1,2
1488897925.05596,0,0,0
1488897925.06397,2,0,6
1488897925.06397,2,1,-1
1488897925.06397,0,0,0
1488897925.07197,2,0,4
1488897925.07197,2,1,1
1488897925.07197,0,0,0
1488897925.07997,2,0,5
1488897925.07997,2,1,2
1488897925.07997,0,0,0
1488897925.08798,2,0,41
1488897925.08798,2,1,32
1488897925.08798,0,0,0
1488897925.09597,2,0,8
1488897925.09597,2,1,-4
1488897925.09597,0,0,0
1488897925.10396,2,0,3
1488897925.10396,2,1,1
1488897925.10396,0,0,0
1488897925.11197,2,0,9
1488897925.11197,2,1,2
1488897925.11197,0,0,0
1488897925.11997,2,1,3
1488897925.11997,0,0,0
1488897925.12798,2,0,1
1488897925.12798,2,1,9
1488897925.12798,0,0,0
1488897925.13597,2,0,1
1488897925.13597,2,1,2
1488897925.13597,0,0,0
1488897925.14397,2,0,2
1488897925.14397,2,1,-2
1488897925.14397,0,0,0
1488897925.15197,2,0,3
1488897925.15197,2,1,-3
1488897925.15197,0,0,0
1488897925.15997,2,0,-3
1488897925.15997,2,1,-19
1488897925.15997,0,0,0
1488897925.16798,2,0,-4
1488897925.16798,2,1,-5
1488897925.16798,0,0,0
1488897925.17598,2,0,3
1488897925.17598,0,0,0
1488897925.18397,2,1,1
1488897925.18397,0,0,0
1488897925.19198,2,0,-4
1488897925.19198,2,1,-11
1488897925.19198,0,0,0
1488897925.19997,2,0,7
1488897925.19997,2,1,-3
1488897925.19997,0,0,0
1488897925.20798,2,0,3
1488897925.20798,2,1,-9
1488897925.20798,0,0,0
1488897925.21597,2,0,2
1488897925.21597,2,1,9
1488897925.21597,0,0,0
1488897925.22397,2,0,4
1488897925.22397,0,0,0
1488897925.23197,2,0,12
1488897925.23197,2,1,3
1488897925.23197,0,0,0
1488897925.23997,2,0,3
1488897925.23997,2,1,-5
1488897925.23997,0,0,0
1488897925.24797,2,0,10
1488897925.24797,2,1,2
1488897925.24797,0,0,0
1488897925.25598,2,0,4
1488897925.25598,2,1,-1
1488897925.25598,0,0,0
1488897925.26397,2,0,2
1488897925.26397,2,1,4
1488897925.26397,0,0,0
1488897925.27197,2,0,8
1488897925.27197,2,1,3
1488897925.27197,0,0,0
1488897925.27997,2,0,-4
1488897925.27997,2,1,1
1488897925.27997,0,0,0
1488897925.28799,2,0,4
1488897925.28799,2,1,5
1488897925.28799,0,0,0
1488897925.29597,2,0,-1
1488897925.29597,0,0,0
1488897925.30397,2,0,4
1488897925.30397,2,1,-9
1488897925.30397,0,0,0
1488897925.31198,2,0,-4
1488897925.31198,2,1,-3
1488897925.31198,0,0,0
1488897925.31997,2,0,-7
1488897925.31997,2,1,-9
1488897925.31997,0,0,0
1488897925.32799,2,0,3
1488897925.32799,2,1,9
1488897925.32799,0,0,0
1488897925.33598,2,1,-1
1488897925.33598,0,0,0
1488897925.34398,2,0,6
1488897925.34398,2,1,-1
1488897925.34398,0,0,0
1488897925.35198,2,0,1
1488897925.35198,2,1,-2
1488897925.35198,0,0,0
1488897925.35997,2,0,6
1488897925.35997,0,0,0
1488897925.36799,2,0,12
1488897925.36799,2,1,1
1488897925.36799,0,0,0
1488897925.37597,2,0,9
1488897925.37597,2,1,4
1488897925.37597,0,0,0
1488897925.38398,2,1,3
1488897925.38398,0,0,0
1488897925.39198,2,0,4
1488897925.39198,2,1,5
1488897925.39198,0,0,0
1488897925.39998,2,0,6
1488897925.39998,0,0,0
1488897925.40799,2,0,1
1488897925.40799,0,0,0
1488897925.41598,2,0,3
1488897925.41598,2,1,8
1488897925.41598,0,0,0
1488897925.42398,2,0,-1
1488897925.42398,2,1,3
1488897925.42398,0,0,0
1488897925.43198,2,0,-1
1488897925.43198,2,1,2
1488897925.43198,0,0,0
1488897925.43998,2,0,-4
1488897925.43998,2,1,-3
1488897925.43998,0,0,0
1488897925.44799,2,1,-7
1488897925.44799,0,0,0
1488897925.45598,2,0,25
1488897925.45598,2,1,-1
1488897925.45598,0,0,0
1488897925.46398,2,0,19
1488897925.46398,2,1,1
1488897925.46398,0,0,0
1488897925.47198,2,0,7
1488897925.47198,2,1,1
1488897925.47198,0,0,0
1488897925.47998,2,0,3
1488897925.47998,2,1,-4
1488897925.47998,0,0,0
1488897925.48798,2,0,4
1488897925.48798,2,1,-3
1488897925.48798,0,0,0
1488897925.49598,2,0,8
1488897925.49598,2,1,-1
1488897925.49598,0,0,0
1488897925.50398,2,0,-5
1488897925.50398,0,0,0
1488897925.51198,2,0,-4
1488897925.51198,2,1,-3
1488897925.51198,0,0,0
1488897925.51998,2,0,9
1488897925.51998,2,1,-2
1488897925.51998,0,0,0
1488897925.52799,2,0,8
1488897925.52799,2,1,5
1488897925.52799,0,0,0
1488897925.53598,2,1,-5
1488897925.53598,0,0,0
1488897925.54398,2,0,6
1488897925.54398,2,1,-6
1488897925.54398,0,0,0
1488897925.55198,2,0,-2
1488897925.55198,2,1,7
1488897925.55198,0,0,0
1488897925.55998,2,0,-1
1488897925.55998,2,1,-1
1488897925.55998,0,0,0
1488897925.56798,2,1,-2
1488897925.56798,0,0,0
1488897925.57598,2,0,2
1488897925.57598,0,0,0
1488897925.58398,2,0,8
1488897925.58398,2,1,-3
1488897925.58398,0,0,0
1488897925.59198,2,0,-1
1488897925.59198,2,1,-5
1488897925.59198,0,0,0
1488897925.59998,2,0,-7
1488897925.59998,2,1,5
1488897925.59998,0,0,0
1488897925.60799,2,0,-1
1488897925.60799,2,1,-10
1488897925.60799,0,0,0
1488897925.61598,2,0,8
1488897925.61598,0,0,0
1488897925.62398,2,0,4
1488897925.62398,2,1,1
1488897925.62398,0,0,0
1488897925.63198,2,0,5
1488897925.63198,2,1,-1
1488897925.63198,0,0,0
1488897925.63998,2,0,4
1488897925.63998,2,1,4
1488897925.63998,0,0,0
1488897925.64799,2,0,-1
1488897925.64799,2,1,-1
1488897925.64799,0,0,0
1488897925.65599,2,0,2
1488897925.65599,2,1,-6
1488897925.65599,0,0,0
1488897925.66398,2,1,-7
1488897925.66398,0,0,0
1488897925.67197,2,0,5
1488897925.67197,2,1,-4
1488897925.67197,0,0,0
1488897925.67998,2,0,3
1488897925.67998,2,1,-9
1488897925.67998,0,0,0
1488897925.688,2,0,-2
1488897925.688,2,1,-4
1488897925.688,0,0,0
1488897925.69598,2,1,1
1488897925.69598,0,0,0
1488897925.70398,2,0,1
1488897925.70398,2,1,3
1488897925.70398,0,0,0
1488897925.71198,2,1,3
1488897925.71198,0,0,0
1488897925.71999,2,0,-1
1488897925.71999,2,1,-6
1488897925.71999,0,0,0
1488897925.72798,2,0,3
1488897925.72798,2,1,7
1488897925.72798,0,0,0
1488897925.73598,2,0,16
1488897925.73598,2,1,5
1488897925.73598,0,0,0
1488897925.74398,2,0,2
1488897925.74398,0,0,0
1488897925.75198,2,1,-5
1488897925.75198,0,0,0
1488897925.75998,2,0,7
1488897925.75998,2,1,-12
1488897925.75998,0,0,0
1488897925.76798,2,0,-10
1488897925.76798,2,1,-3
1488897925.76798,0,0,0
1488897925.77598,2,0,-2
1488897925.77598,2,1,-4
1488897925.77598,0,0,0
1488897925.78398,2,0,2
1488897925.78398,2,1,3
1488897925.78398,0,0,0
1488897925.79199,2,0,5
1488897925.79199,2,1,-4
1488897925.79199,0,0,0
1488897925.79998,2,0,-1
1488897925.79998,2,1,-1
1488897925.79998,0,0,0
1488897925.80799,2,0,3
1488897925.80799,2,1,-6
1488897925.80799,0,0,0
1488897925.81599,2,0,1
1488897925.81599,2,1,-1
1488897925.81599,0,0,0
1488897925.82399,2,0,-5
1488897925.82399,2,1,-1
1488897925.82399,0,0,0
1488897925.83199,2,0,-3
1488897925.83199,2,1,-2
1488897925.83199,0,0,0
1488897925.83998,2,0,7
1488897925.83998,2,1,-4
1488897925.83998,0,0,0
1488897925.848,2,0,4
1488897925.848,2,1,3
1488897925.848,0,0,0
1488897925.85599,2,0,-3
1488897925.85599,2,1,-1
1488897925.85599,0,0,0
1488897925.86399,2,0,5
1488897925.86399,2,1,1
1488897925.86399,0,0,0
1488897925.87199,2,0,7
1488897925.87199,2,1,-8
1488897925.87199,0,0,0
1488897925.87999,2,0,1
1488897925.87999,2,1,6
1488897925.87999,0,0,0
1488897925.88799,2,0,3
1488897925.88799,2,1,-6
1488897925.88799,0,0,0
1488897925.89599,2,0,1
1488897925.89599,2,1,-10
1488897925.89599,0,0,0
1488897925.90399,2,0,1
1488897925.90399,2,1,-5
1488897925.90399,0,0,0
1488897925.91199,2,0,2
1488897925.91199,2,1,-4
1488897925.91199,0,0,0
1488897925.91999,2,0,-2
1488897925.91999,2,1,-1
1488897925.91999,0,0,0
1488897925.92801,2,0,-2
1488897925.92801,2,1,-3
1488897925.92801,0,0,0
1488897925.93599,2,0,1
1488897925.93599,2,1,-2
1488897925.93599,0,0,0
1488897925.94399,2,0,11
1488897925.94399,2,1,-4
1488897925.94399,0,0,0
1488897925.95199,2,0,1
1488897925.95199,2,1,-4
1488897925.95199,0,0,0
1488897925.95999,2,0,3
1488897925.95999,2,1,-2
1488897925.95999,0,0,0
1488897925.96799,2,0,-3
1488897925.96799,2,1,7
1488897925.96799,0,0,0
1488897925.976,2,0,3
1488897925.976,2,1,-4
1488897925.976,0,0,0
1488897925.98399,2,0,-6
1488897925.98399,2,1,-7
1488897925.98399,0,0,0
1488897925.99198,2,0,-10
1488897925.99198,2,1,-20
1488897925.99198,0,0,0
1488897925.99999,2,0,-9
1488897925.99999,2,1,-14
1488897925.99999,0,0,0
1488897926.008,2,0,-2
1488897926.008,2,1,5
1488897926.008,0,0,0
1488897926.016,2,0,1
1488897926.016,2,1,5
1488897926.016,0,0,0
1488897926.02399,2,0,-3
1488897926.02399,2,1,-2
1488897926.02399,0,0,0
1488897926.03199,2,1,-4
1488897926.03199,0,0,0
1488897926.04,2,0,1
1488897926.04,2,1,3
1488897926.04,0,0,0
1488897926.048,2,0,14
1488897926.048,2,1,9
1488897926.048,0,0,0
1488897926.056,2,0,24
1488897926.056,2,1,19
1488897926.056,0,0,0
1488897926.06399,2,0,8
1488897926.06399,2,1,4
1488897926.06399,0,0,0
1488897926.07199,2,0,2
1488897926.07199,0,0,0
1488897926.07999,2,0,-4
1488897926.07999,2,1,-2
1488897926.07999,0,0,0
1488897926.088,2,0,-5
1488897926.088,2,1,-1
1488897926.088,0,0,0
1488897926.09599,2,0,5
1488897926.09599,2,1,4
1488897926.09599,0,0,0
1488897926.10399,2,0,-6
1488897926.10399,2,1,5
1488897926.10399,0,0,0
1488897926.11199,2,0,4
1488897926.11199,2,1,3
1488897926.11199,0,0,0
1488897926.12,2,0,4
1488897926.12,2,1,4
1488897926.12,0,0,0
1488897926.128,2,0,-3
1488897926.128,2,1,3
1488897926.128,0,0,0
1488897926.136,2,0,1
1488897926.136,2,1,-1
1488897926.136,0,0,0
1488897926.144,2,0,-5
1488897926.144,2,1,12
1488897926.144,0,0,0
1488897926.15199,2,0,-2
1488897926.15199,2,1,3
1488897926.15199,0,0,0
1488897926.168,2,0,-3
1488897926.168,2,1,9
1488897926.168,0,0,0
1488897926.176,2,1,4
1488897926.176,0,0,0
1488897926.18399,2,0,11
1488897926.18399,2,1,3
1488897926.18399,0,0,0
1488897926.192,2,0,3
1488897926.192,2,1,-5
1488897926.192,0,0,0
1488897926.2,2,0,5
1488897926.2,2,1,6
1488897926.2,0,0,0
1488897926.208,2,0,1
1488897926.208,2,1,3
1488897926.208,0,0,0
1488897926.216,2,0,5
1488897926.216,2,1,1
1488897926.216,0,0,0
1488897926.224,2,0,4
1488897926.224,2,1,4
1488897926.224,0,0,0
1488897926.23199,2,0,3
1488897926.23199,2,1,6
1488897926.23199,0,0,0
1488897926.23999,2,0,1
1488897926.23999,2,1,2
1488897926.23999,0,0,0
1488897926.25599,2,0,-1
1488897926.25599,2,1,-1
1488897926.25599,0,0,0
1488897926.264,2,0,-5
1488897926.264,0,0,0
1488897926.27199,2,0,3
1488897926.27199,0,0,0
1488897926.28,2,1,-1
1488897926.28,0,0,0
1488897926.28799,2,0,6
1488897926.28799,2,1,-5
1488897926.28799,0,0,0
1488897926.29599,2,0,7
1488897926.29599,2,1,1
1488897926.29599,0,0,0
1488897926.304,2,0,2
1488897926.304,2,1,-1
1488897926.304,0,0,0
1488897926.31199,2,0,1
1488897926.31199,2,1,4
1488897926.31199,0,0,0
1488897926.32801,2,0,-6
1488897926.32801,2,1,2
1488897926.32801,0,0,0
1488897926.33599,2,0,5
1488897926.33599,2,1,-1
1488897926.33599,0,0,0
1488897926.344,2,0,4
1488897926.344,2,1,18
1488897926.344,0,0,0
1488897926.352,2,0,21
1488897926.352,2,1,4
1488897926.352,0,0,0
1488897926.35999,2,0,28
