time,code,type,value
1488897848.0784,0,0,0
1488897848.0864,2,1,-1
1488897848.0864,0,0,0
1488897848.0944,2,0,8
1488897848.0944,2,1,-2
1488897848.0944,0,0,0
1488897848.10239,2,0,6
1488897848.10239,2,1,-1
1488897848.10239,0,0,0
1488897848.11039,2,1,1
1488897848.11039,0,0,0
1488897848.1184,2,0,13
1488897848.1184,0,0,0
1488897848.1264,2,0,5
1488897848.1264,0,0,0
1488897848.13439,2,1,5
1488897848.13439,0,0,0
1488897848.14238,2,0,2
1488897848.14238,2,1,-6
1488897848.14238,0,0,0
1488897848.1504,2,0,6
1488897848.1504,2,1,1
1488897848.1504,0,0,0
1488897848.1584,2,0,-1
1488897848.1584,2,1,-4
1488897848.1584,0,0,0
1488897848.16639,2,0,3
1488897848.16639,2,1,2
1488897848.16639,0,0,0
1488897848.1744,2,1,-1
1488897848.1744,0,0,0
1488897848.1824,2,1,-3
1488897848.1824,0,0,0
1488897848.1904,2,0,-2
1488897848.1904,2,1,3
1488897848.1904,0,0,0
1488897848.1984,2,0,-1
1488897848.1984,2,1,-4
1488897848.1984,0,0,0
1488897848.20639,2,0,3
1488897848.20639,0,0,0
1488897848.2144,2,0,-1
1488897848.2144,0,0,0
1488897848.22239,2,0,-3
1488897848.22239,2,1,-2
1488897848.22239,0,0,0
1488897848.2304,2,1,1
1488897848.2304,0,0,0
1488897848.23839,2,0,-9
1488897848.23839,2,1,-7
1488897848.23839,0,0,0
1488897848.2464,2,0,-2
1488897848.2464,2,1,-2
1488897848.2464,0,0,0
1488897848.2544,2,0,2
1488897848.2544,2,1,-1
1488897848.2544,0,0,0
1488897848.2624,2,0,7
1488897848.2624,2,1,1
1488897848.2624,0,0,0
1488897848.2704,2,0,1
1488897848.2704,2,1,-5
1488897848.2704,0,0,0
1488897848.2784,2,0,1
1488897848.2784,0,0,0
1488897848.2864,2,0,11
1488897848.2864,2,1,-1
1488897848.2864,0,0,0
1488897848.2944,2,0,1
1488897848.2944,2,1,3
1488897848.2944,0,0,0
1488897848.3024,2,0,2
1488897848.3024,2,1,-1
1488897848.3024,0,0,0
1488897848.3104,2,0,2
1488897848.3104,2,1,-4
1488897848.3104,0,0,0
1488897848.3184,2,0,-4
1488897848.3184,0,0,0
1488897848.3264,2,0,-2
1488897848.3264,2,1,-2
1488897848.3264,0,0,0
1488897848.3344,2,0,3
1488897848.3344,2,1,1
1488897848.3344,0,0,0
1488897848.3424,2,0,-2
1488897848.3424,2,1,-7
1488897848.3424,0,0,0
1488897848.35039,2,0,2
1488897848.35039,2,1,5
1488897848.35039,0,0,0
1488897848.3584,2,0,1
1488897848.3584,2,1,-3
1488897848.3584,0,0,0
1488897848.3664,2,0,-3
1488897848.3664,2,1,-8
1488897848.3664,0,0,0
1488897848.3744,2,0,-7
1488897848.3744,2,1,-3
1488897848.3744,0,0,0
1488897848.38239,2,0,4
1488897848.38239,2,1,5
1488897848.38239,0,0,0
1488897848.3904,2,0,3
1488897848.3904,2,1,-1
1488897848.3904,0,0,0
1488897848.3984,2,0,-2
1488897848.3984,2,1,-4
1488897848.3984,0,0,0
1488897848.40641,2,0,-3
1488897848.40641,2,1,-7
1488897848.40641,0,0,0
1488897848.41441,2,0,-7
1488897848.41441,2,1,-5
1488897848.41441,0,0,0
1488897848.42241,2,0,1
1488897848.42241,2,1,4
1488897848.42241,0,0,0
1488897848.4304,2,0,-2
1488897848.4304,2,1,-1
1488897848.4304,0,0,0
1488897848.4384,2,0,3
1488897848.4384,2,1,3
1488897848.4384,0,0,0
1488897848.4464,2,0,13
1488897848.4464,2,1,5
1488897848.4464,0,0,0
1488897848.4544,2,0,4
1488897848.4544,2,1,7
1488897848.4544,0,0,0
1488897848.4624,2,0,-1
1488897848.4624,2,1,5
1488897848.4624,0,0,0
1488897848.4704,2,0,2
1488897848.4704,2,1,-1
1488897848.4704,0,0,0
1488897848.47841,2,0,8
1488897848.47841,0,0,0
1488897848.4864,2,0,-2
1488897848.4864,2,1,10
1488897848.4864,0,0,0
1488897848.4944,2,1,1
1488897848.4944,0,0,0
1488897848.50241,2,0,7
1488897848.50241,0,0,0
1488897848.5104,2,0,4
1488897848.5104,2,1,6
1488897848.5104,0,0,0
1488897848.51841,2,0,13
1488897848.51841,2,1,-3
1488897848.51841,0,0,0
1488897848.5264,2,0,6
1488897848.5264,2,1,1
1488897848.5264,0,0,0
1488897848.5344,2,0,11
1488897848.5344,2,1,-3
1488897848.5344,0,0,0
1488897848.5424,2,0,1
1488897848.5424,2,1,-2
1488897848.5424,0,0,0
1488897848.55041,2,1,-1
1488897848.55041,0,0,0
1488897848.5584,2,0,11
1488897848.5584,2,1,-1
1488897848.5584,0,0,0
1488897848.5664,2,1,-2
1488897848.5664,0,0,0
1488897848.5744,2,0,2
1488897848.5744,2,1,3
1488897848.5744,0,0,0
1488897848.58241,2,0,2
1488897848.58241,2,1,-2
1488897848.58241,0,0,0
1488897848.59041,2,0,3
1488897848.59041,2,1,1
1488897848.59041,0,0,0
1488897848.5984,2,0,-1
1488897848.5984,2,1,-2
1488897848.5984,0,0,0
1488897848.6064,2,0,3
1488897848.6064,2,1,-13
1488897848.6064,0,0,0
1488897848.61441,2,0,3
1488897848.61441,2,1,6
1488897848.61441,0,0,0
1488897848.62241,2,0,1
1488897848.62241,2,1,-2
1488897848.62241,0,0,0
1488897848.6384,2,0,-1
1488897848.6384,2,1,-5
1488897848.6384,0,0,0
1488897848.64641,2,0,-2
1488897848.64641,2,1,-1
1488897848.64641,0,0,0
1488897848.65441,2,0,4
1488897848.65441,2,1,1
1488897848.65441,0,0,0
1488897848.6624,2,0,6
1488897848.6624,0,0,0
1488897848.67041,2,0,-2
1488897848.67041,2,1,-4
1488897848.67041,0,0,0
1488897848.6784,2,0,3
1488897848.6784,2,1,-5
1488897848.6784,0,0,0
1488897848.68641,2,0,-1
1488897848.68641,2,1,-3
1488897848.68641,0,0,0
1488897848.69441,2,0,4
1488897848.69441,2,1,-2
1488897848.69441,0,0,0
1488897848.70241,2,0,4
1488897848.70241,2,1,-3
1488897848.70241,0,0,0
1488897848.71041,2,0,2
1488897848.71041,2,1,4
1488897848.71041,0,0,0
1488897848.71841,2,0,2
1488897848.71841,2,1,4
1488897848.71841,0,0,0
1488897848.72641,2,0,-4
1488897848.72641,2,1,2
1488897848.72641,0,0,0
1488897848.74241,2,0,6
1488897848.74241,2,1,3
1488897848.74241,0,0,0
1488897848.75041,2,0,1
1488897848.75041,2,1,-2
1488897848.75041,0,0,0
1488897848.75841,2,0,4
1488897848.75841,2,1,-2
1488897848.75841,0,0,0
1488897848.76641,2,0,1
1488897848.76641,2,1,-5
1488897848.76641,0,0,0
1488897848.77441,2,0,5
1488897848.77441,2,1,2
1488897848.77441,0,0,0
1488897848.78241,2,1,-6
1488897848.78241,0,0,0
1488897848.79041,2,0,5
1488897848.79041,2,1,2
1488897848.79041,0,0,0
1488897848.79841,2,0,-4
1488897848.79841,2,1,-4
1488897848.79841,0,0,0
1488897848.80641,2,0,7
1488897848.80641,0,0,0
1488897848.81441,2,0,-4
1488897848.81441,2,1,2
1488897848.81441,0,0,0
1488897848.82241,2,0,2
1488897848.82241,2,1,3
1488897848.82241,0,0,0
1488897848.83041,2,0,6
1488897848.83041,2,1,1
1488897848.83041,0,0,0
1488897848.8384,2,0,3
1488897848.8384,2,1,-5
1488897848.8384,0,0,0
1488897848.84641,2,0,1
1488897848.84641,2,1,-1
1488897848.84641,0,0,0
1488897848.85441,2,0,-2
1488897848.85441,2,1,-1
1488897848.85441,0,0,0
1488897848.86241,2,0,11
1488897848.86241,2,1,3
1488897848.86241,0,0,0
1488897848.87041,2,0,7
1488897848.87041,2,1,-2
1488897848.87041,0,0,0
1488897848.87841,2,0,5
1488897848.87841,2,1,3
1488897848.87841,0,0,0
1488897848.88642,2,0,1
1488897848.88642,2,1,-2
1488897848.88642,0,0,0
1488897848.90242,2,1,-3
1488897848.90242,0,0,0
1488897848.91041,2,0,4
1488897848.91041,2,1,4
1488897848.91041,0,0,0
1488897848.9184,2,0,-3
1488897848.9184,2,1,-6
1488897848.9184,0,0,0
1488897848.92642,2,0,-1
1488897848.92642,2,1,-1
1488897848.92642,0,0,0
1488897848.93441,2,0,4
1488897848.93441,2,1,-5
1488897848.93441,0,0,0
1488897848.94241,2,0,9
1488897848.94241,2,1,5
1488897848.94241,0,0,0
1488897848.95041,2,0,-5
1488897848.95041,2,1,-1
1488897848.95041,0,0,0
1488897848.95842,2,0,-4
1488897848.95842,2,1,-10
1488897848.95842,0,0,0
1488897848.97442,2,0,7
1488897848.97442,2,1,3
1488897848.97442,0,0,0
1488897848.98241,2,0,6
1488897848.98241,2,1,-3
1488897848.98241,0,0,0
1488897848.9904,2,0,3
1488897848.9904,0,0,0
1488897848.99841,2,0,2
1488897848.99841,2,1,7
1488897848.99841,0,0,0
1488897849.00642,2,0,2
1488897849.00642,2,1,3
1488897849.00642,0,0,0
1488897849.01442,2,1,8
1488897849.01442,0,0,0
1488897849.02241,2,0,8
1488897849.02241,2,1,2
1488897849.02241,0,0,0
1488897849.03042,2,1,-5
1488897849.03042,0,0,0
1488897849.03841,2,1,-3
1488897849.03841,0,0,0
1488897849.04641,2,0,2
1488897849.04641,2,1,-1
1488897849.04641,0,0,0
1488897849.05441,2,1,-7
1488897849.05441,0,0,0
1488897849.06241,2,0,8
1488897849.06241,2,1,-3
1488897849.06241,0,0,0
1488897849.07041,2,0,31
1488897849.07041,2,1,1
1488897849.07041,0,0,0
1488897849.07842,2,0,4
1488897849.07842,2,1,6
1488897849.07842,0,0,0
1488897849.08641,2,0,3
1488897849.08641,2,1,-4
1488897849.08641,0,0,0
1488897849.09442,2,0,4
1488897849.09442,2,1,-1
1488897849.09442,0,0,0
1488897849.10241,2,1,-5
1488897849.10241,0,0,0
1488897849.11042,2,0,3
1488897849.11042,2,1,-3
1488897849.11042,0,0,0
1488897849.11841,2,0,16
1488897849.11841,0,0,0
1488897849.12642,2,0,1
1488897849.12642,2,1,1
1488897849.12642,0,0,0
1488897849.13441,2,0,-1
1488897849.13441,2,1,3
1488897849.13441,0,0,0
1488897849.14242,2,0,-4
1488897849.14242,2,1,2
1488897849.14242,0,0,0
1488897849.15042,2,0,5
1488897849.15042,2,1,-1
1488897849.15042,0,0,0
1488897849.15842,2,0,1
1488897849.15842,2,1,-1
1488897849.15842,0,0,0
1488897849.16641,2,0,1
1488897849.16641,2,1,-2
1488897849.16641,0,0,0
1488897849.17442,2,0,-1
1488897849.17442,2,1,-3
1488897849.17442,0,0,0
1488897849.18241,2,0,4
1488897849.18241,2,1,4
1488897849.18241,0,0,0
1488897849.19041,2,0,7
1488897849.19041,2,1,3
1488897849.19041,0,0,0
1488897849.19842,2,0,1
1488897849.19842,2,1,-1
1488897849.19842,0,0,0
1488897849.20642,2,0,2
1488897849.20642,2,1,-1
1488897849.20642,0,0,0
1488897849.21441,2,0,-2
1488897849.21441,2,1,6
1488897849.21441,0,0,0
1488897849.22242,2,0,3
1488897849.22242,2,1,-5
1488897849.22242,0,0,0
1488897849.23042,2,1,-4
1488897849.23042,0,0,0
1488897849.23841,2,0,1
1488897849.23841,2,1,3
1488897849.23841,0,0,0
1488897849.24642,2,0,2
1488897849.24642,2,1,-1
1488897849.24642,0,0,0
1488897849.25442,2,0,-3
1488897849.25442,2,1,4
1488897849.25442,0,0,0
1488897849.26242,2,0,4
1488897849.26242,2,1,-5
1488897849.26242,0,0,0
1488897849.27041,2,0,-4
1488897849.27041,2,1,-4
1488897849.27041,0,0,0
1488897849.27842,2,0,1
1488897849.27842,2,1,-2
1488897849.27842,0,0,0
1488897849.29441,2,1,-4
1488897849.29441,0,0,0
1488897849.30242,2,0,8
1488897849.30242,2,1,4
1488897849.30242,0,0,0
1488897849.31042,2,0,2
1488897849.31042,2,1,-2
1488897849.31042,0,0,0
1488897849.31842,2,0,13
1488897849.31842,2,1,5
1488897849.31842,0,0,0
1488897849.32643,2,0,7
1488897849.32643,2,1,1
1488897849.32643,0,0,0
1488897849.33442,2,0,-2
1488897849.33442,2,1,-8
1488897849.33442,0,0,0
1488897849.34242,2,0,-6
1488897849.34242,2,1,-5
1488897849.34242,0,0,0
1488897849.35042,2,1,1
1488897849.35042,0,0,0
1488897849.35842,2,0,2
1488897849.35842,2,1,-4
1488897849.35842,0,0,0
1488897849.36642,2,0,-1
1488897849.36642,2,1,6
1488897849.36642,0,0,0
1488897849.37442,2,0,7
1488897849.37442,2,1,-4
1488897849.37442,0,0,0
1488897849.38242,2,0,-2
1488897849.38242,2,1,-9
1488897849.38242,0,0,0
1488897849.39042,2,0,-2
1488897849.39042,2,1,1
1488897849.39042,0,0,0
1488897849.39842,2,0,3
1488897849.39842,2,1,-5
1488897849.39842,0,0,0
1488897849.40643,2,0,8
1488897849.40643,2,1,-3
1488897849.40643,0,0,0
1488897849.41442,2,1,10
1488897849.41442,0,0,0
1488897849.42242,2,0,4
1488897849.42242,2,1,6
1488897849.42242,0,0,0
1488897849.43042,2,0,6
1488897849.43042,2,1,3
1488897849.43042,0,0,0
1488897849.43841,2,0,5
1488897849.43841,2,1,8
1488897849.43841,0,0,0
1488897849.44642,2,0,5
1488897849.44642,2,1,3
1488897849.44642,0,0,0
1488897849.45443,2,1,4
1488897849.45443,0,0,0
1488897849.46242,2,0,1
1488897849.46242,0,0,0
1488897849.47043,2,0,4
1488897849.47043,2,1,4
1488897849.47043,0,0,0
1488897849.47842,2,1,-5
1488897849.47842,0,0,0
1488897849.48642,2,0,-3
1488897849.48642,2,1,3
1488897849.48642,0,0,0
1488897849.49442,2,0,-5
1488897849.49442,2,1,-9
1488897849.49442,0,0,0
1488897849.50243,2,1,2
1488897849.50243,0,0,0
1488897849.51043,2,0,-22
1488897849.51043,2,1,-4
1488897849.51043,0,0,0
1488897849.51843,2,1,1
1488897849.51843,0,0,0
1488897849.52643,2,0,2
1488897849.52643,2,1,-2
1488897849.52643,0,0,0
1488897849.53442,2,0,10
1488897849.53442,2,1,2
1488897849.53442,0,0,0
1488897849.54243,2,0,7
1488897849.54243,2,1,-3
1488897849.54243,0,0,0
1488897849.55042,2,0,6
1488897849.55042,2,1,8
1488897849.55042,0,0,0
1488897849.55842,2,0,-1
1488897849.55842,0,0,0
1488897849.56642,2,1,-4
1488897849.56642,0,0,0
1488897849.57443,2,0,-3
1488897849.57443,2,1,-5
1488897849.57443,0,0,0
1488897849.58242,2,0,8
1488897849.58242,2,1,3
1488897849.58242,0,0,0
1488897849.59043,2,0,9
1488897849.59043,2,1,2
1488897849.59043,0,0,0
1488897849.59842,2,1,5
1488897849.59842,0,0,0
1488897849.60643,2,0,14
1488897849.60643,2,1,4
1488897849.60643,0,0,0
1488897849.61442,2,0,2
1488897849.61442,2,1,2
1488897849.61442,0,0,0
1488897849.62242,2,0,1
1488897849.62242,2,1,3
1488897849.62242,0,0,0
1488897849.63043,2,0,7
1488897849.63043,2,1,7
1488897849.63043,0,0,0
1488897849.63843,2,0,9
1488897849.63843,2,1,-3
1488897849.63843,0,0,0
1488897849.64642,2,0,2
1488897849.64642,2,1,3
1488897849.64642,0,0,0
1488897849.65443,2,0,6
1488897849.65443,2,1,1
1488897849.65443,0,0,0
1488897849.66243,2,0,3
1488897849.66243,2,1,1
1488897849.66243,0,0,0
1488897849.67043,2,0,-1
1488897849.67043,2,1,-5
1488897849.67043,0,0,0
1488897849.67843,2,0,-7
1488897849.67843,2,1,6
1488897849.67843,0,0,0
1488897849.68644,2,0,1
1488897849.68644,2,1,-1
1488897849.68644,0,0,0
1488897849.69444,2,0,7
1488897849.69444,2,1,-3
1488897849.69444,0,0,0
1488897849.70244,2,0,8
1488897849.70244,2,1,-3
1488897849.70244,0,0,0
1488897849.71043,2,0,10
1488897849.71043,2,1,1
1488897849.71043,0,0,0
1488897849.71843,2,0,2
1488897849.71843,2,1,3
1488897849.71843,0,0,0
1488897849.72643,2,0,2
1488897849.72643,2,1,1
1488897849.72643,0,0,0
1488897849.73442,2,1,2
1488897849.73442,0,0,0
1488897849.74243,2,0,8
1488897849.74243,2,1,-2
1488897849.74243,0,0,0
1488897849.75043,2,0,2
1488897849.75043,2,1,-6
1488897849.75043,0,0,0
1488897849.75843,2,0,9
1488897849.75843,2,1,4
1488897849.75843,0,0,0
1488897849.76643,2,0,2
1488897849.76643,2,1,1
1488897849.76643,0,0,0
1488897849.78243,2,0,4
1488897849.78243,2,1,6
1488897849.78243,0,0,0
1488897849.79043,2,0,1
1488897849.79043,0,0,0
1488897849.79843,2,0,7
1488897849.79843,2,1,3
1488897849.79843,0,0,0
1488897849.80642,2,0,1
1488897849.80642,0,0,0
1488897849.82244,2,0,-5
1488897849.82244,2,1,-2
1488897849.82244,0,0,0
1488897849.83043,2,0,4
1488897849.83043,2,1,1
1488897849.83043,0,0,0
1488897849.83843,2,0,-4
1488897849.83843,2,1,1
1488897849.83843,0,0,0
1488897849.84643,2,0,6
1488897849.84643,0,0,0
1488897849.85443,2,0,6
1488897849.85443,0,0,0
1488897849.86243,2,0,8
1488897849.86243,2,1,1
1488897849.86243,0,0,0
1488897849.87043,2,0,4
1488897849.87043,2,1,-2
1488897849.87043,0,0,0
1488897849.87844,2,0,5
1488897849.87844,2,1,-2
1488897849.87844,0,0,0
1488897849.88643,2,0,2
1488897849.88643,2,1,2
1488897849.88643,0,0,0
1488897849.89443,2,0,1
1488897849.89443,2,1,-4
1488897849.89443,0,0,0
1488897849.90243,2,0,7
1488897849.90243,2,1,-9
1488897849.90243,0,0,0
1488897849.91043,2,0,2
1488897849.91043,2,1,-1
1488897849.91043,0,0,0
1488897849.91844,2,0,2
1488897849.91844,2,1,4
1488897849.91844,0,0,0
1488897849.92644,2,0,7
1488897849.92644,2,1,8
1488897849.92644,0,0,0
1488897849.93444,2,0,31
1488897849.93444,2,1,11
1488897849.93444,0,0,0
1488897849.94243,2,0,11
1488897849.94243,2,1,-2
1488897849.94243,0,0,0
1488897849.95043,2,0,-2
1488897849.95043,2,1,-1
1488897849.95043,0,0,0
1488897849.96643,2,0,3
1488897849.96643,2,1,3
1488897849.96643,0,0,0
1488897849.97444,2,0,-2
1488897849.97444,0,0,0
1488897849.98244,2,1,-1
1488897849.98244,0,0,0
1488897849.99043,2,0,14
1488897849.99043,2,1,3
1488897849.99043,0,0,0
1488897849.99844,2,0,1
1488897849.99844,2,1,5
1488897849.99844,0,0,0
1488897850.00644,2,0,11
1488897850.00644,2,1,7
1488897850.00644,0,0,0
1488897850.01445,2,0,14
1488897850.01445,2,1,7
1488897850.01445,0,0,0
1488897850.02244,2,0,-3
1488897850.02244,2,1,4
1488897850.02244,0,0,0
1488897850.03044,2,0,-10
1488897850.03044,2,1,1
1488897850.03044,0,0,0
1488897850.03844,2,0,1
1488897850.03844,0,0,0
1488897850.04644,2,1,-6
1488897850.04644,0,0,0
1488897850.05442,2,0,1
1488897850.05442,2,1,-2
1488897850.05442,0,0,0
1488897850.06244,2,0,7
1488897850.06244,2,1,5
1488897850.06244,0,0,0
1488897850.07044,2,0,4
1488897850.07044,2,1,-3
1488897850.07044,0,0,0
1488897850.07843,2,0,-4
1488897850.07843,0,0,0
1488897850.08644,2,0,-2
1488897850.08644,2,1,-1
1488897850.08644,0,0,0
1488897850.09444,2,0,2
1488897850.09444,2,1,-4
1488897850.09444,0,0,0
1488897850.10244,2,0,-1
1488897850.10244,2,1,-1
1488897850.10244,0,0,0
1488897850.11043,2,1,-2
1488897850.11043,0,0,0
1488897850.11844,2,0,1
1488897850.11844,2,1,-1
1488897850.11844,0,0,0
1488897850.12644,2,0,2
1488897850.12644,0,0,0
1488897850.13444,2,0,-1
1488897850.13444,2,1,1
1488897850.13444,0,0,0
1488897850.14244,2,1,5
1488897850.14244,0,0,0
1488897850.15044,2,0,-4
1488897850.15044,2,1,-7
1488897850.15044,0,0,0
1488897850.15844,2,0,6
1488897850.15844,0,0,0
1488897850.16644,2,0,3
1488897850.16644,2,1,-3
1488897850.16644,0,0,0
1488897850.17444,2,1,-2
1488897850.17444,0,0,0
1488897850.18244,2,0,6
1488897850.18244,2,1,4
1488897850.18244,0,0,0
1488897850.19044,2,0,3
1488897850.19044,2,1,-2
1488897850.19044,0,0,0
1488897850.19844,2,0,-1
1488897850.19844,2,1,-2
1488897850.19844,0,0,0
1488897850.20643,2,1,-3
1488897850.20643,0,0,0
1488897850.21443,2,0,-3
1488897850.21443,2,1,-1
1488897850.21443,0,0,0
1488897850.22244,2,0,3
1488897850.22244,2,1,-3
1488897850.22244,0,0,0
1488897850.23044,2,0,8
1488897850.23044,2,1,5
1488897850.23044,0,0,0
1488897850.23843,2,0,5
1488897850.23843,2,1,-5
1488897850.23843,0,0,0
1488897850.24644,2,0,-7
1488897850.24644,2,1,-1
1488897850.24644,0,0,0
1488897850.25444,2,0,-3
1488897850.25444,2,1,-4
1488897850.25444,0,0,0
1488897850.26244,2,0,1
1488897850.26244,2,1,-2
1488897850.26244,0,0,0
1488897850.27044,2,0,5
1488897850.27044,2,1,-4
1488897850.27044,0,0,0
1488897850.27844,2,0,4
1488897850.27844,2,1,3
1488897850.27844,0,0,0
1488897850.28643,2,0,-3
1488897850.28643,0,0,0
1488897850.29444,2,0,3
1488897850.29444,2,1,-1
1488897850.29444,0,0,0
1488897850.30244,2,0,2
1488897850.30244,2,1,-1
1488897850.30244,0,0,0
1488897850.31044,2,0,4
1488897850.31044,2,1,1
1488897850.31044,0,0,0
1488897850.31844,2,0,1
1488897850.31844,2,1,-2
1488897850.31844,0,0,0
1488897850.32644,2,0,7
1488897850.32644,2,1,-2
1488897850.32644,0,0,0
1488897850.33444,2,1,-1
1488897850.33444,0,0,0
1488897850.34244,2,0,3
1488897850.34244,2,1,2
1488897850.34244,0,0,0
1488897850.35044,2,0,3
1488897850.35044,2,1,4
1488897850.35044,0,0,0
1488897850.35844,2,0,3
1488897850.35844,2,1,-5
1488897850.35844,0,0,0
1488897850.36644,2,0,-2
1488897850.36644,2,1,1
1488897850.36644,0,0,0
1488897850.38244,2,0,7
1488897850.38244,2,1,1
1488897850.38244,0,0,0
1488897850.39044,2,0,-3
1488897850.39044,0,0,0
1488897850.39844,2,0,14
1488897850.39844,2,1,3
1488897850.39844,0,0,0
1488897850.40645,2,0,2
1488897850.40645,0,0,0
1488897850.41444,2,0,1
1488897850.41444,2,1,-6
1488897850.41444,0,0,0
1488897850.42245,2,0,2
1488897850.42245,2,1,3
1488897850.42245,0,0,0
1488897850.43044,2,0,-1
1488897850.43044,2,1,2
1488897850.43044,0,0,0
1488897850.43844,2,0,3
1488897850.43844,2,1,2
1488897850.43844,0,0,0
1488897850.44644,2,0,2
1488897850.44644,2,1,5
1488897850.44644,0,0,0
1488897850.45444,2,0,8
1488897850.45444,2,1,-2
1488897850.45444,0,0,0
1488897850.46245,2,0,2
1488897850.46245,2,1,-6
1488897850.46245,0,0,0
1488897850.47044,2,0,3
1488897850.47044,0,0,0
1488897850.47844,2,0,-3
1488897850.47844,2,1,-4
1488897850.47844,0,0,0
1488897850.48645,2,0,-2
1488897850.48645,2,1,-4
1488897850.48645,0,0,0
1488897850.49444,2,0,-1
1488897850.49444,2,1,3
1488897850.49444,0,0,0
1488897850.50245,2,0,2
1488897850.50245,2,1,-2
1488897850.50245,0,0,0
1488897850.51044,2,1,-4
1488897850.51044,0,0,0
1488897850.51845,2,0,4
1488897850.51845,2,1,8
1488897850.51845,0,0,0
1488897850.52645,2,0,1
1488897850.52645,2,1,-3
1488897850.52645,0,0,0
1488897850.53445,2,0,5
1488897850.53445,0,0,0
1488897850.54244,2,0,1
1488897850.54244,2,1,-1
1488897850.54244,0,0,0
1488897850.55045,2,0,1
1488897850.55045,2,1,-1
1488897850.55045,0,0,0
1488897850.55844,2,1,3
1488897850.55844,0,0,0
1488897850.56645,2,0,-1
1488897850.56645,2,1,2
1488897850.56645,0,0,0
1488897850.57444,2,0,2
1488897850.57444,2,1,2
1488897850.57444,0,0,0
1488897850.58245,2,0,4
1488897850.58245,2,1,2
1488897850.58245,0,0,0
1488897850.59044,2,0,3
1488897850.59044,2,1,2
1488897850.59044,0,0,0
1488897850.59845,2,0,7
1488897850.59845,2,1,2
1488897850.59845,0,0,0
1488897850.60644,2,0,4
1488897850.60644,2,1,-2
1488897850.60644,0,0,0
1488897850.61445,2,0,-1
1488897850.61445,2,1,2
1488897850.61445,0,0,0
1488897850.62244,2,0,-6
1488897850.62244,2,1,-1
1488897850.62244,0,0,0
1488897850.63045,2,0,-5
1488897850.63045,2,1,-4
1488897850.63045,0,0,0
1488897850.63845,2,0,5
1488897850.63845,2,1,-3
1488897850.63845,0,0,0
1488897850.64645,2,1,-5
1488897850.64645,0,0,0
1488897850.65445,2,0,7
1488897850.65445,2,1,-4
1488897850.65445,0,0,0
1488897850.66245,2,0,1
1488897850.66245,2,1,2
1488897850.66245,0,0,0
1488897850.67044,2,0,-1
1488897850.67044,2,1,2
1488897850.67044,0,0,0
1488897850.67845,2,0,1
1488897850.67845,2,1,-2
1488897850.67845,0,0,0
1488897850.68645,2,0,2
1488897850.68645,2,1,-3
1488897850.68645,0,0,0
1488897850.69445,2,0,2
1488897850.69445,2,1,-3
1488897850.69445,0,0,0
1488897850.70245,2,0,-1
1488897850.70245,2,1,-1
1488897850.70245,0,0,0
1488897850.71045,2,0,4
1488897850.71045,2,1,2
1488897850.71045,0,0,0
1488897850.71845,2,0,5
1488897850.71845,2,1,-4
1488897850.71845,0,0,0
1488897850.72644,2,0,4
1488897850.72644,0,0,0
1488897850.73445,2,0,1
1488897850.73445,2,1,-2
1488897850.73445,0,0,0
1488897850.74246,2,0,6
1488897850.74246,2,1,4
1488897850.74246,0,0,0
1488897850.75045,2,0,5
1488897850.75045,2,1,-3
1488897850.75045,0,0,0
1488897850.75845,2,0,2
1488897850.75845,2,1,-2
1488897850.75845,0,0,0
1488897850.76644,2,0,5
1488897850.76644,2,1,1
1488897850.76644,0,0,0
1488897850.77445,2,0,1
1488897850.77445,2,1,-3
1488897850.77445,0,0,0
1488897850.78245,2,0,1
1488897850.78245,2,1,-4
1488897850.78245,0,0,0
1488897850.79045,2,0,7
1488897850.79045,0,0,0
1488897850.79845,2,0,1
1488897850.79845,2,1,1
1488897850.79845,0,0,0
1488897850.80645,2,0,4
1488897850.80645,2,1,-1
1488897850.80645,0,0,0
1488897850.81445,2,0,9
1488897850.81445,2,1,-4
1488897850.81445,0,0,0
1488897850.82246,2,0,2
1488897850.82246,0,0,0
1488897850.83045,2,0,7
1488897850.83045,2,1,1
1488897850.83045,0,0,0
1488897850.83846,2,0,-3
1488897850.83846,2,1,5
1488897850.83846,0,0,0
1488897850.84645,2,0,4
1488897850.84645,2,1,-7
1488897850.84645,0,0,0
1488897850.85446,2,0,1
1488897850.85446,2,1,4
1488897850.85446,0,0,0
1488897850.86245,2,1,-3
1488897850.86245,0,0,0
1488897850.87045,2,0,3
1488897850.87045,2,1,-6
1488897850.87045,0,0,0
1488897850.87845,2,0,14
1488897850.87845,2,1,6
1488897850.87845,0,0,0
1488897850.88645,2,0,20
1488897850.88645,2,1,3
1488897850.88645,0,0,0
1488897850.89445,2,0,3
1488897850.89445,2,1,2
1488897850.89445,0,0,0
1488897850.90245,2,0,5
1488897850.90245,2,1,1
1488897850.90245,0,0,0
1488897850.91045,2,0,11
1488897850.91045,2,1,2
1488897850.91045,0,0,0
1488897850.91845,2,0,10
1488897850.91845,2,1,-2
1488897850.91845,0,0,0
1488897850.92645,2,1,-2
1488897850.92645,0,0,0
1488897850.93445,2,0,-1
1488897850.93445,2,1,-4
1488897850.93445,0,0,0
1488897850.94245,2,1,4
1488897850.94245,0,0,0
1488897850.95046,2,0,1
1488897850.95046,2,1,1
1488897850.95046,0,0,0
1488897850.95845,2,0,7
