Time (s); Distance (mm); Speed (mm/s); Z-Angle (mdps); Distance corrected (mm); Target Speed; PWM Value
0.87110; 549.77872; 889.10604; 151.44945; 549.77872; 1000.00000;   349
0.88357; 560.77430; 872.11092; 154.30047; 560.77430; 1000.00000;   371
0.89678; 571.76987; 842.05655; 160.96113; 571.76987; 1000.00000;   406
0.90997; 582.76545; 828.85380; 162.65942; 582.76545; 1000.00000;   419
0.92316; 593.76102; 837.05652; 160.43301; 593.76102; 1000.00000;   410
0.93564; 604.75659; 875.65298; 155.59489; 604.75659; 1000.00000;   369
0.94810; 615.75217; 895.69684; 153.24130; 615.75217; 1000.00000;   353
0.96021; 626.74774; 910.22967; 155.22621; 626.74774; 1000.00000;   341
0.97232; 637.74332; 888.81856; 159.35437; 637.74332; 1000.00000;   370
0.98480; 648.73889; 889.89758; 157.75509; 648.73889; 1000.00000;   367
0.99764; 659.73447; 855.08783; 165.79905; 659.73447; 1000.00000;   409
1.01047; 670.73004; 847.11668; 163.63035; 670.73004; 1000.00000;   415
1.02373; 681.72562; 843.73653; 164.95997; 681.72562; 1000.00000;   420
1.03657; 692.72119; 858.09072; 161.65497; 692.72119; 1000.00000;   406
1.04868; 703.71676; 891.41260; 153.91400; 703.71676; 1000.00000;   371
1.06083; 714.71234; 909.47679; 151.77091; 714.71234; 1000.00000;   356
1.07330; 725.70791; 895.76981; 153.39488; 725.70791; 1000.00000;   377
1.08541; 736.70349; 892.20825; 154.78197; 736.70349; 1000.00000;   380
1.09822; 747.69906; 871.28165; 159.67956; 747.69906; 1000.00000;   406
1.11069; 758.69464; 863.21043; 162.15079; 758.69464; 1000.00000;   414
1.12353; 769.69021; 859.29778; 164.26378; 769.69021; 1000.00000;   419
1.13600; 780.68579; 883.17867; 160.44135; 780.68579; 1000.00000;   393
1.14810; 791.68136; 916.98561; 154.86025; 791.68136; 1000.00000;   358
1.15985; 802.67693; 942.85495; 150.61132; 802.67693; 1000.00000;   335
1.17161; 813.67251; 922.83462; 154.45712; 813.67251; 1000.00000;   364
1.18372; 824.66808; 911.89040; 157.56787; 824.66808; 1000.00000;   374
1.19619; 835.66366; 892.42549; 160.67126; 835.66366; 1000.00000;   397
1.20866; 846.65923; 868.18590; 164.63813; 846.65923; 1000.00000;   423
1.22149; 857.65481; 873.14972; 162.29419; 857.65481; 1000.00000;   416
1.23361; 868.65038; 891.05141; 159.23001; 868.65038; 1000.00000;   397
1.24533; 879.64596; 929.38673; 153.29759; 879.64596; 1000.00000;   356
1.25708; 890.64153; 959.05577; 150.71295; 890.64153; 1000.00000;   329
1.26883; 901.63710; 928.99412; 156.36697; 901.63710; 1000.00000;   370
1.28094; 912.63268; 918.13414; 156.70600; 912.63268; 1000.00000;   379
1.29305; 923.62825; 893.22294; 161.62986; 923.62825; 1000.00000;   408
1.30552; 934.62383; 882.68238; 161.06190; 934.62383; 1000.00000;   417
1.31799; 945.61940; 880.63226; 161.11890; 945.61940; 1000.00000;   420
1.33011; 956.61498; 912.11733; 157.47111; 956.61498; 1000.00000;   384
1.34186; 967.61055; 935.55471; 153.10061; 967.61055; 1000.00000;   363
1.35325; 978.60613; 957.30232; 151.92588; 978.60613; 1000.00000;   342
1.36497; 989.60170; 937.14945; 158.95570; 989.60170; 1000.00000;   370
1.37673; 1000.59727; 939.39124; 158.98155; 1000.59727; 1000.00000;   365
1.38883; 1011.59285; 905.58182; 165.23107; 1011.59285; 1000.00000;   406
1.40130; 1022.58842; 876.63035; 167.57377; 1022.58842; 1000.00000;   436
1.41413; 1033.58400; 873.49654; 164.90935; 1033.58400; 1000.00000;   437
1.42625; 1044.57957; 906.32826; 158.92586; 1044.57957; 1000.00000;   399
1.43810; 1055.57515; 930.80288; 155.40508; 1055.57515; 1000.00000;   377
1.44950; 1066.57072; 955.80445; 153.71567; 1066.57072; 1000.00000;   353
1.46126; 1077.56630; 932.61870; 160.87255; 1077.56630; 1000.00000;   385
1.47300; 1088.56187; 938.42916; 160.36133; 1088.56187; 1000.00000;   375
1.48511; 1099.55744; 906.40297; 162.19014; 1099.55744; 1000.00000;   415
1.49759; 1110.55302; 882.75325; 164.34972; 1110.55302; 1000.00000;   439
1.51006; 1121.54859; 887.67050; 160.72363; 1121.54859; 1000.00000;   431
1.52181; 1132.54417; 924.23085; 153.37172; 1132.54417; 1000.00000;   390
1.53353; 1143.53974; 955.38921; 154.01603; 1143.53974; 1000.00000;   360
1.54456; 1154.53532; 985.17825; 153.50230; 1154.53532; 1000.00000;   331
1.55631; 1165.53089; 942.61247; 159.30619; 1165.53089; 1000.00000;   387
1.56770; 1176.52647; 946.10002; 156.30047; 1176.52647; 1000.00000;   376
1.57981; 1187.52204; 928.52343; 157.93045; 1187.52204; 1000.00000;   398
1.59192; 1198.51762; 898.55148; 158.56799; 1198.51762; 1000.00000;   432
1.60403; 1209.51319; 908.34981; 159.13569; 1209.51319; 1000.00000;   417
1.61578; 1220.50876; 932.46052; 158.35215; 1220.50876; 1000.00000;   391
1.62714; 1231.50434; 959.13943; 155.07417; 1231.50434; 1000.00000;   364
1.63853; 1242.49991; 983.24014; 153.89387; 1242.49991; 1000.00000;   341
1.64992; 1253.49549; 959.13943; 158.93766; 1253.49549; 1000.00000;   374
1.66132; 1264.49106; 973.23194; 159.54021; 1264.49106; 1000.00000;   354
1.67307; 1275.48664; 940.43572; 164.06650; 1275.48664; 1000.00000;   395
1.68518; 1286.48221; 898.18448; 168.98839; 1286.48221; 1000.00000;   440
1.69712; 1297.47779; 905.50724; 162.25878; 1297.47779; 1000.00000;   426
1.70887; 1308.47336; 934.12407; 151.24155; 1308.47336; 1000.00000;   395
1.72063; 1319.46893; 959.22310; 143.78133; 1319.46893; 1000.00000;   371
1.73166; 1330.46451; 991.57493; 140.61683; 1330.46451; 1000.00000;   337
1.74306; 1341.46008; 970.22628; 146.15946; 1341.46008; 1000.00000;   369
1.75408; 1352.45566; 972.02744; 146.93284; 1352.45566; 1000.00000;   363
1.76619; 1363.45123; 934.12407; 154.31395; 1363.45123; 1000.00000;   409
1.77794; 1374.44681; 918.97822; 156.17168; 1374.44681; 1000.00000;   421
1.79006; 1385.44238; 922.44752; 156.58032; 1385.44238; 1000.00000;   416
1.80181; 1396.43796; 935.79357; 155.23082; 1396.43796; 1000.00000;   401
1.81316; 1407.43353; 955.22322; 152.44434; 1407.43353; 1000.00000;   382
1.82455; 1418.42910; 974.69856; 150.71801; 1418.42910; 1000.00000;   362
1.83558; 1429.42468; 976.51638; 152.96428; 1429.42468; 1000.00000;   364
1.84733; 1440.42025; 953.07051; 155.81835; 1440.42025; 1000.00000;   392
1.85944; 1451.41583; 903.05309; 161.87614; 1451.41583; 1000.00000;   448
1.87155; 1462.41140; 912.11733; 158.10904; 1462.41140; 1000.00000;   431
1.88367; 1473.40698; 909.40158; 156.23832; 1473.40698; 1000.00000;   437
1.89542; 1484.40255; 930.64532; 154.75445; 1484.40255; 1000.00000;   412
1.90678; 1495.39813; 955.47223; 154.21327; 1495.39813; 1000.00000;   387
1.91817; 1506.39370; 970.48318; 153.13983; 1506.39370; 1000.00000;   374
1.92955; 1517.38927; 958.88850; 156.31014; 1517.38927; 1000.00000;   391
1.94131; 1528.38485; 944.39358; 157.20829; 1528.38485; 1000.00000;   407
1.95342; 1539.38042; 917.29160; 160.75136; 1539.38042; 1000.00000;   437
1.96553; 1550.37600; 900.98119; 162.15128; 1550.37600; 1000.00000;   453
1.97801; 1561.37157; 889.82556; 160.51138; 1561.37157; 1000.00000;   465
1.98976; 1572.36715; 932.61870; 155.06029; 1572.36715; 1000.00000;   414
2.00115; 1583.36272; 963.93219; 150.85371; 1583.36272; 1000.00000;   385
2.01218; 1594.35830; 985.61980; 149.50073; 1594.35830; 1000.00000;   365
2.02357; 1605.35387; 971.08314; 155.20324; 1605.35387; 1000.00000;   387
2.03496; 1616.34944; 966.38904; 155.22825; 1616.34944; 1000.00000;   390
2.04672; 1627.34502; 935.95288; 159.82268; 1627.34502; 1000.00000;   426
2.05883; 1638.34059; 915.61116; 162.24095; 1638.34059; 1000.00000;   445
2.07058; 1649.33617; 919.66999; 160.26904; 1649.33617; 1000.00000;   439
2.08233; 1660.33174; 942.28935; 158.47401; 1660.33174; 1000.00000;   414
2.09372; 1671.32732; 969.20004; 150.21435; 1671.32732; 1000.00000;   386
2.10475; 1682.32289; 982.62506; 132.45413; 1682.32289; 1000.00000;   375
2.11650; 1693.31847; 953.23576; 113.58051; 1693.31847; 1000.00000;   413
2.12789; 1704.31404; 959.64169; 81.48380; 1704.31404; 1000.00000;   401
2.13964; 1715.30961; 935.79357; 50.38999; 1715.30961; 1000.00000;   431
2.15143; 1726.30519; 927.58347; 27.02210; 1726.30519; 1000.00000;   437
2.16316; 1737.30076; 943.74512; 8.91554; 1737.30076; 1000.00000;   418
2.17419; 1748.29634; 975.39026; -9.21657; 1748.29634; 1000.00000;   383
2.18486; 1759.29191; 1030.31994; -31.19638; 1759.29191; 1000.00000;   324
2.19553; 1770.28749; 1035.36483; -50.60873; 1770.28749; 1000.00000;   327
2.20619; 1781.28306; 1040.06569; -74.30636; 1781.28306; 1000.00000;   322
2.21722; 1792.27864; 1008.30577; -97.56502; 1792.27864; 1000.00000;   361
2.22824; 1803.27421; 979.64847; -112.77170; 1803.27421; 1000.00000;   389
2.23999; 1814.26978; 943.58315; -133.17096; 1814.26978; 1000.00000;   427
2.25172; 1825.26536; 939.63207; -147.69917; 1825.26536; 1000.00000;   426
2.26347; 1836.26093; 944.88051; -153.90279; 1836.26093; 1000.00000;   420
2.27449; 1847.25651; 973.92156; -153.08702; 1847.25651; 1000.00000;   387
2.28588; 1858.25208; 985.70815; -156.62255; 1858.25208; 1000.00000;   379
2.29691; 1869.24766; 988.45509; -164.41541; 1869.24766; 1000.00000;   378
2.30830; 1880.24323; 957.30232; -178.49024; 1880.24323; 1000.00000;   415
2.32005; 1891.23881; 939.31099; -189.62676; 1891.23881; 1000.00000;   432
2.33217; 1902.23438; 919.59308; -193.94489; 1902.23438; 1000.00000;   453
2.34352; 1913.22995; 946.34430; -186.84439; 1913.22995; 1000.00000;   419
2.35492; 1924.22553; 967.92029; -186.04231; 1924.22553; 1000.00000;   399
2.36631; 1935.22110; 980.87194; -184.29942; 1935.22110; 1000.00000;   387
2.37698; 1946.21668; 1011.64545; -181.22307; 1946.21668; 1000.00000;   353
2.38802; 1957.21225; 1020.66040; -180.10251; 1957.21225; 1000.00000;   348
2.39908; 1968.20783; 996.60785; -186.63095; 1968.20783; 1000.00000;   378
2.41011; 1979.20340; 985.26653; -193.23743; 1979.20340; 1000.00000;   387
2.42150; 1990.19898; 968.77308; -201.81106; 1990.19898; 1000.00000;   405
2.43252; 2001.19455; 992.82839; -202.53979; 2001.19455; 1000.00000;   374
2.44322; 2012.19012; 1016.41472; -199.59594; 2012.19012; 1000.00000;   350
2.45388; 2023.18570; 1044.61091; -198.27933; 2023.18570; 1000.00000;   320
2.46455; 2034.18127; 1035.46233; -210.00257; 2034.18127; 1000.00000;   336
2.47521; 2045.17685; 1024.46422; -235.81326; 2045.17685; 1000.00000;   347
2.48588; 2056.17242; 1028.00808; -250.24037; 2056.17242; 1000.00000;   340
2.49691; 2067.16800; 993.63586; -271.68315; 2067.16800; 1000.00000;   382
2.50902; 2078.16357; 922.60232; -287.28968; 2078.16357; 1000.00000;   459
2.52041; 2089.15915; 949.69550; -258.14695; 2089.15915; 1000.00000;   416
2.53216; 2100.15472; 944.79932; -239.41103; 2100.15472; 1000.00000;   428
2.54388; 2111.15029; 936.03256; -220.49887; 2111.15029; 1000.00000;   438
2.55564; 2122.14587; 932.30240; -206.63668; 2122.14587; 1000.00000;   442
2.56738; 2133.14144; 931.67043; -190.95178; 2133.14144; 1000.00000;   443
2.57951; 2144.13702; 926.72351; -183.60088; 2144.13702; 1000.00000;   450
2.59128; 2155.13259; 923.53221; -179.24700; 2155.13259; 1000.00000;   454
2.60307; 2166.12817; 916.67982; -183.92300; 2166.12817; 1000.00000;   462
2.61482; 2177.12374; 934.20344; -188.13461; 2177.12374; 1000.00000;   442
2.62634; 2188.11932; 960.64778; -186.29851; 2188.11932; 1000.00000;   414
2.63739; 2199.11489; 1000.41620; -184.46423; 2199.11489; 1000.00000;   372
2.64835; 2210.11046; 1001.32724; -189.43457; 2210.11046; 1000.00000;   378
2.65942; 2221.10604; 995.79555; -186.87107; 2221.10604; 1000.00000;   385
2.67082; 2232.10161; 979.56120; -179.12395; 2232.10161; 1000.00000;   403
2.68221; 2243.09719; 965.79486; -165.74987; 2243.09719; 1000.00000;   417
2.69328; 2254.09276; 964.94730; -143.52507; 2254.09276; 1000.00000;   416
2.70504; 2265.08834; 956.71926; -114.69705; 2265.08834; 1000.00000;   426
2.71605; 2276.08391; 980.69697; -88.27561; 2276.08391; 1000.00000;   396
2.72708; 2287.07949; 1009.41655; -60.90313; 2287.07949; 1000.00000;   367
2.73775; 2298.07506; 1030.31994; -36.28764; 2298.07506; 1000.00000;   347
2.74841; 2309.07063; 1037.80788; -20.72313; 2309.07063; 1000.00000;   341
2.75909; 2320.06621; 1019.90302; -12.07014; 2320.06621; 1000.00000;   364
2.76975; 2331.06178; 1018.39163; -0.04640; 2331.06178; 1000.00000;   362
2.78114; 2342.05736; 991.21738; 18.54311; 2342.05736; 1000.00000;   394
2.79216; 2353.05293; 983.50398; 36.88686; 2353.05293; 1000.00000;   398
2.80316; 2364.04851; 1005.44755; 55.84105; 2364.04851; 1000.00000;   371
2.81383; 2375.04408; 1023.41534; 72.10562; 2375.04408; 1000.00000;   353
2.82449; 2386.03966; 1034.87760; 79.90583; 2386.03966; 1000.00000;   342
2.83516; 2397.03523; 1014.91365; 88.62909; 2397.03523; 1000.00000;   368
2.84619; 2408.03080; 1013.04353; 96.05671; 2408.03080; 1000.00000;   366
2.85758; 2419.02638; 961.99252; 106.08412; 2419.02638; 1000.00000;   427
2.86934; 2430.02195; 940.59662; 115.72070; 2430.02195; 1000.00000;   443
2.88109; 2441.01753; 925.94311; 122.83922; 2441.01753; 1000.00000;   458
2.89249; 2452.01310; 957.46904; 124.78954; 2452.01310; 1000.00000;   419
2.90392; 2463.00868; 976.95020; 127.46453; 2463.00868; 1000.00000;   402
2.91496; 2474.00425; 998.14583; 127.28250; 2474.00425; 1000.00000;   380
2.92599; 2484.99983; 978.16693; 132.85654; 2484.99983; 1000.00000;   408
2.93738; 2495.99540; 985.26653; 132.91162; 2495.99540; 1000.00000;   396
2.94914; 2506.99097; 943.34029; 140.19159; 2506.99097; 1000.00000;   447
2.96089; 2517.98655; 932.46052; 143.89644; 2517.98655; 1000.00000;   454
2.97264; 2528.98212; 930.96050; 145.65092; 2528.98212; 1000.00000;   455
2.98404; 2539.97770; 961.82422; 143.94743; 2539.97770; 1000.00000;   419
2.99506; 2550.97327; 989.16647; 140.87960; 2550.97327; 1000.00000;   392
3.00609; 2561.96885; 1012.01790; 139.34561; 2561.96885; 1000.00000;   370
3.01715; 2572.96442; 989.43350; 145.05548; 2572.96442; 1000.00000;   401
3.02818; 2583.96000; 1008.02846; 142.84840; 2583.96000; 1000.00000;   375
3.03955; 2594.95557; 960.98361; 153.03292; 2594.95557; 1000.00000;   434
3.05094; 2605.95114; 952.49259; 156.34465; 2605.95114; 1000.00000;   436
3.06269; 2616.94672; 940.83806; 157.36063; 2616.94672; 1000.00000;   449
3.07408; 2627.94229; 976.60311; 152.90142; 2627.94229; 1000.00000;   406
3.08475; 2638.93787; 1005.35562; 148.85927; 2638.93787; 1000.00000;   378
3.09541; 2649.93344; 1031.38303; 146.09534; 2649.93344; 1000.00000;   352
3.10641; 2660.92902; 1009.41655; 153.26205; 2660.92902; 1000.00000;   382
3.11708; 2671.92459; 1024.75065; 150.53747; 2671.92459; 1000.00000;   360
3.12847; 2682.92017; 982.01076; 158.62632; 2682.92017; 1000.00000;   413
3.13985; 2693.91574; 966.55894; 161.09882; 2693.91574; 1000.00000;   424
3.15124; 2704.91131; 956.30322; 160.77693; 2704.91131; 1000.00000;   434
3.16263; 2715.90689; 978.42805; 158.14295; 2715.90689; 1000.00000;   407
3.17330; 2726.90246; 1000.59828; 153.39285; 2726.90246; 1000.00000;   384
3.18396; 2737.89804; 1039.96732; 149.07944; 2737.89804; 1000.00000;   341
3.19497; 2748.89361; 1006.82854; 155.42890; 2748.89361; 1000.00000;   388
3.20565; 2759.88919; 1026.56843; 153.85932; 2759.88919; 1000.00000;   358
3.21704; 2770.88476; 980.60951; 162.39989; 2770.88476; 1000.00000;   416
3.22842; 2781.88034; 964.01670; 163.82004; 2781.88034; 1000.00000;   428
3.23981; 2792.87591; 962.07669; 163.75475; 2792.87591; 1000.00000;   428
3.25083; 2803.87148; 981.22206; 159.45830; 2803.87148; 1000.00000;   405
3.26186; 2814.86706; 1011.18029; 154.58692; 2814.86706; 1000.00000;   373
3.27218; 2825.86263; 1042.13576; 151.20835; 2825.86263; 1000.00000;   341
3.28321; 2836.85821; 1028.48886; 157.49830; 2836.85821; 1000.00000;   363
3.29352; 2847.85378; 1031.67334; 159.08160; 2847.85378; 1000.00000;   356
3.30492; 2858.84936; 989.52254; 164.54047; 2858.84936; 1000.00000;   406
3.31634; 2869.84493; 958.38703; 167.21546; 2869.84493; 1000.00000;   436
3.32774; 2880.84051; 967.23913; 160.96743; 2880.84051; 1000.00000;   421
3.33876; 2891.83608; 987.83348; 156.73024; 2891.83608; 1000.00000;   398
3.34943; 2902.83165; 1020.18690; 152.74615; 2902.83165; 1000.00000;   363
3.36010; 2913.82723; 1048.79573; 151.12833; 2913.82723; 1000.00000;   335
3.37112; 2924.82280; 1006.55204; 157.91434; 2924.82280; 1000.00000;   390
3.38179; 2935.81838; 1019.80843; 155.19667; 2935.81838; 1000.00000;   366
3.39280; 2946.81395; 980.52207; 162.93641; 2946.81395; 1000.00000;   415
3.40419; 2957.80953; 968.77308; 166.33049; 2957.80953; 1000.00000;   422
3.41558; 2968.80510; 963.00354; 166.75004; 2968.80510; 1000.00000;   428
3.42698; 2979.80068; 986.23863; 162.10288; 2979.80068; 1000.00000;   399
3.43770; 2990.79625; 1012.67033; 157.87616; 2990.79625; 1000.00000;   372
3.44805; 3001.79182; 1053.72060; 150.80812; 3001.79182; 1000.00000;   327
3.45908; 3012.78740; 1015.56982; 158.24823; 3012.78740; 1000.00000;   380
3.46938; 3023.78297; 1041.93826; 155.85160; 3023.78297; 1000.00000;   341
3.48044; 3034.77855; 1000.87151; 162.41246; 3034.77855; 1000.00000;   395
3.49183; 3045.77412; 974.18042; 165.50605; 3045.77412; 1000.00000;   419
3.50322; 3056.76970; 978.86357; 163.85608; 3056.76970; 1000.00000;   409
3.51425; 3067.76527; 995.70537; 162.24014; 3067.76527; 1000.00000;   390
3.52492; 3078.76085; 1020.66040; 156.53309; 3078.76085; 1000.00000;   363
3.53559; 3089.75642; 1036.04772; 154.28006; 3089.75642; 1000.00000;   349
3.54661; 3100.75199; 995.97595; 160.81237; 3100.75199; 1000.00000;   400
3.55764; 3111.74757; 999.87037; 157.68757; 3111.74757; 1000.00000;   388
3.56867; 3122.74314; 983.50398; 161.92194; 3122.74314; 1000.00000;   408
3.58042; 3133.73872; 945.93724; 167.45522; 3133.73872; 1000.00000;   450
3.59181; 3144.73429; 947.40431; 165.98602; 3144.73429; 1000.00000;   442
3.60317; 3155.72987; 970.82593; 162.46824; 3155.72987; 1000.00000;   415
3.61456; 3166.72544; 985.08999; 156.93135; 3166.72544; 1000.00000;   403
3.62526; 3177.72102; 1007.56661; 152.79660; 3177.72102; 1000.00000;   379
3.63666; 3188.71659; 979.99772; 157.23787; 3188.71659; 1000.00000;   416
3.64772; 3199.71216; 999.14352; 154.48319; 3199.71216; 1000.00000;   388
3.65911; 3210.70774; 958.47058; 162.70479; 3210.70774; 1000.00000;   440
3.67050; 3221.70331; 950.76303; 166.86755; 3221.70331; 1000.00000;   443
3.68226; 3232.69889; 949.61348; 166.09284; 3232.69889; 1000.00000;   443
3.69379; 3243.69446; 970.99739; 159.84878; 3243.69446; 1000.00000;   418
3.70446; 3254.69004; 986.94681; 155.35500; 3254.69004; 1000.00000;   403
3.71549; 3265.68561; 1008.02846; 149.28919; 3265.68561; 1000.00000;   381
3.72652; 3276.68119; 997.60247; 151.19149; 3276.68119; 1000.00000;   397
3.73755; 3287.67676; 1012.57707; 151.98004; 3287.67676; 1000.00000;   378
3.74894; 3298.67233; 970.31190; 160.94013; 3298.67233; 1000.00000;   431
3.76032; 3309.66791; 957.63582; 162.89687; 3309.66791; 1000.00000;   439
3.77172; 3320.66348; 950.27002; 163.97537; 3320.66348; 1000.00000;   446
3.78311; 3331.65906; 977.29752; 159.48086; 3331.65906; 1000.00000;   413
3.79414; 3342.65463; 1000.23419; 156.30927; 3342.65463; 1000.00000;   391
3.80481; 3353.65021; 1019.52475; 153.07708; 3353.65021; 1000.00000;   372
3.81583; 3364.64578; 1001.78339; 155.50854; 3364.64578; 1000.00000;   396
3.82650; 3375.64136; 1024.94169; 149.65998; 3375.64136; 1000.00000;   365
3.83753; 3386.63693; 987.83348; 154.10391; 3386.63693; 1000.00000;   413
3.84928; 3397.63251; 952.74018; 155.47746; 3397.63251; 1000.00000;   448
3.86063; 3408.62808; 960.14447; 155.44952; 3408.62808; 1000.00000;   434
3.87202; 3419.62365; 982.71288; 153.46446; 3419.62365; 1000.00000;   409
3.88269; 3430.61923; 1022.84413; 147.02839; 3430.61923; 1000.00000;   365
3.89336; 3441.61480; 1034.87760; 152.46332; 3441.61480; 1000.00000;   358
3.90404; 3452.61038; 1017.92024; 156.15074; 3452.61038; 1000.00000;   380
3.91470; 3463.60595; 1040.85332; 153.66863; 3463.60595; 1000.00000;   349
3.92538; 3474.60153; 1004.34549; 158.66639; 3474.60153; 1000.00000;   397
3.93678; 3485.59710; 978.16693; 159.99659; 3485.59710; 1000.00000;   421
3.94782; 3496.59268; 988.27741; 157.77098; 3496.59268; 1000.00000;   405
3.95883; 3507.58825; 1012.57707; 154.09716; 3507.58825; 1000.00000;   378
3.96949; 3518.58382; 1041.74083; 152.16861; 3518.58382; 1000.00000;   347
3.97980; 3529.57940; 1066.70299; 152.12669; 3529.57940; 1000.00000;   322
3.99011; 3540.57497; 1048.29578; 154.56003; 3540.57497; 1000.00000;   348
4.00041; 3551.57055; 1055.54137; 153.46177; 3551.57055; 1000.00000;   335
4.01144; 3562.56612; 1019.61929; 158.61092; 3562.56612; 1000.00000;   379
4.02245; 3573.56170; 991.84327; 160.83842; 3573.56170; 1000.00000;   405
4.03348; 3584.55727; 991.30675; 161.96702; 3584.55727; 1000.00000;   401
4.04415; 3595.55285; 1018.20302; 159.20965; 3595.55285; 1000.00000;   369
4.05481; 3606.54842; 1040.85332; 159.59105; 3606.54842; 1000.00000;   346
4.06511; 3617.54399; 1075.15151; 157.97913; 3617.54399; 1000.00000;   309
4.07578; 3628.53957; 1036.82927; 162.32024; 3628.53957; 1000.00000;   360
4.08606; 3639.53514; 1049.89730; 158.25798; 3639.53514; 1000.00000;   337
4.09709; 3650.53072; 1019.33572; 159.14004; 3650.53072; 1000.00000;   375
4.10811; 3661.52629; 988.72174; 159.56739; 3661.52629; 1000.00000;   406
4.11949; 3672.52187; 976.51638; 161.78582; 3672.52187; 1000.00000;   415
4.13016; 3683.51744; 1009.69462; 156.63424; 3683.51744; 1000.00000;   373
4.14082; 3694.51302; 1024.55968; 154.07131; 3694.51302; 1000.00000;   362
4.15149; 3705.50859; 1061.96392; 150.67979; 3705.50859; 1000.00000;   319
4.16179; 3716.50416; 1041.24758; 156.18188; 3716.50416; 1000.00000;   351
4.17244; 3727.49974; 1051.70487; 155.46091; 3727.49974; 1000.00000;   333
4.18311; 3738.49531; 1009.69462; 160.55993; 3738.49531; 1000.00000;   385
