Ghostcar active!
Time (s); Distance (mm); Speed (mm/s); Z-Angle (mdps); Distance corrected (mm); Target Speed; PWM Value
LSM9D1 Z axis zero offset is: -6606.075000
3.05962; 1913.22995; 733.77207; -174.39874; 1913.22995; 750.00000;   370
3.07507; 1924.22553; 715.57819; -180.94221; 1924.22553; 750.00000;   390
3.08975; 1935.22110; 749.57901; -173.16660; 1935.22110; 750.00000;   349
3.10520; 1946.21668; 703.17673; -190.03160; 1946.21668; 750.00000;   407
3.11949; 1957.21225; 776.90768; -175.70241; 1957.21225; 750.00000;   317
3.13394; 1968.20783; 769.35170; -186.18540; 1968.20783; 750.00000;   335
3.14872; 1979.20340; 808.02281; -183.39309; 1979.20340; 750.00000;   289
3.16084; 1990.19898; 811.24203; -188.95893; 1990.19898; 750.00000;   290
3.17478; 2001.19455; 790.87783; -194.31674; 2001.19455; 750.00000;   313
3.18909; 2012.19012; 765.01596; -205.18631; 2012.19012; 750.00000;   339
3.20445; 2023.18570; 722.20522; -240.90822; 2023.18570; 750.00000;   385
3.21801; 2034.18127; 804.00515; -239.48096; 2034.18127; 750.00000;   284
3.23267; 2045.17685; 752.91526; -253.68582; 2045.17685; 750.00000;   355
3.24985; 2056.17242; 639.05466; -294.97602; 2056.17242; 750.00000;   477
3.26489; 2067.16800; 737.31472; -251.56513; 2067.16800; 750.00000;   353
3.27808; 2078.16357; 828.29186; -193.78456; 2078.16357; 750.00000;   260
3.29562; 2089.15915; 624.57111; -236.76976; 2089.15915; 750.00000;   503
3.31312; 2100.15472; 638.83189; -232.99095; 2100.15472; 750.00000;   466
3.32724; 2111.15029; 763.15758; -169.20267; 2111.15029; 750.00000;   326
3.34622; 2122.14587; 585.30685; -214.56190; 2122.14587; 750.00000;   544
3.35981; 2133.14144; 811.72113; -178.45590; 2133.14144; 750.00000;   264
3.37517; 2144.13702; 712.42545; -186.09077; 2144.13702; 750.00000;   410
3.39096; 2155.13259; 689.50740; -192.40301; 2155.13259; 750.00000;   424
3.40634; 2166.12817; 729.53652; -184.79051; 2166.12817; 750.00000;   377
3.42132; 2177.12374; 730.89434; -170.09921; 2177.12374; 750.00000;   381
3.43670; 2188.11932; 716.93124; -181.53439; 2188.11932; 750.00000;   397
3.45132; 2199.11489; 749.27253; -176.54814; 2199.11489; 750.00000;   359
3.46696; 2210.11046; 703.89696; -196.54357; 2210.11046; 750.00000;   415
3.48088; 2221.10604; 776.57846; -174.54312; 2221.10604; 750.00000;   326
3.49516; 2232.10161; 768.43766; -167.37392; 2232.10161; 750.00000;   345
3.50872; 2243.09719; 808.91447; -147.94385; 2243.09719; 750.00000;   297
3.52264; 2254.09276; 810.70371; -121.85962; 2254.09276; 750.00000;   300
3.53656; 2265.08834; 779.44102; -104.83417; 2265.08834; 750.00000;   335
3.55084; 2276.08391; 771.72757; -82.55932; 2276.08391; 750.00000;   339
3.56480; 2287.07949; 779.38577; -53.13101; 2287.07949; 750.00000;   329
3.57980; 2298.07506; 731.38050; -37.76359; 2298.07506; 750.00000;   385
3.59337; 2309.07063; 812.74111; -17.29585; 2309.07063; 750.00000;   284
3.60729; 2320.06621; 794.59275; -9.17316; 2320.06621; 750.00000;   316
3.62072; 2331.06178; 835.02236; 2.99672; 2331.06178; 750.00000;   265
3.63356; 2342.05736; 844.06037; 16.58628; 2342.05736; 750.00000;   259
3.64710; 2353.05293; 808.20099; 32.80954; 2353.05293; 750.00000;   301
3.66138; 2364.04851; 780.65846; 55.53783; 2364.04851; 750.00000;   327
3.67565; 2375.04408; 754.46511; 70.98880; 2375.04408; 750.00000;   353
3.69175; 2386.03966; 683.33692; 90.01116; 2386.03966; 750.00000;   430
3.70674; 2397.03523; 745.66489; 92.01580; 2397.03523; 750.00000;   351
3.72174; 2408.03080; 721.68380; 101.05683; 2408.03080; 750.00000;   387
3.73674; 2419.02638; 735.48993; 105.29862; 2419.02638; 750.00000;   368
3.75138; 2430.02195; 761.94127; 106.82231; 2430.02195; 750.00000;   340
3.76676; 2441.01753; 716.09081; 117.79819; 2441.01753; 750.00000;   396
3.78212; 2452.01310; 706.02122; 123.51853; 2452.01310; 750.00000;   402
3.79746; 2463.00868; 710.62977; 126.01122; 2463.00868; 750.00000;   396
3.81393; 2474.00425; 667.85559; 135.27412; 2474.00425; 750.00000;   446
3.82892; 2484.99983; 739.64580; 125.40945; 2484.99983; 750.00000;   360
3.84428; 2495.99540; 714.50870; 131.86659; 2495.99540; 750.00000;   399
3.85927; 2506.99097; 740.29317; 130.31722; 2506.99097; 750.00000;   366
3.87355; 2517.98655; 773.35592; 129.22633; 2517.98655; 750.00000;   332
3.88854; 2528.98212; 728.23197; 137.66022; 2528.98212; 750.00000;   388
3.90358; 2539.97770; 722.82241; 140.53653; 2539.97770; 750.00000;   388
3.91895; 2550.97327; 724.77585; 141.18393; 2550.97327; 750.00000;   386
3.93542; 2561.96885; 670.78907; 153.32942; 2561.96885; 750.00000;   448
3.95006; 2572.96442; 742.99442; 143.09219; 2572.96442; 750.00000;   360
3.96542; 2583.96000; 723.15518; 151.16804; 2583.96000; 750.00000;   393
3.98006; 2594.95557; 747.84564; 148.28321; 2594.95557; 750.00000;   362
3.99407; 2605.95114; 785.28599; 144.33891; 2605.95114; 750.00000;   322
4.00874; 2616.94672; 752.76063; 152.13894; 2616.94672; 750.00000;   364
4.02340; 2627.94229; 735.58834; 151.79492; 2627.94229; 750.00000;   380
4.03877; 2638.93787; 729.43973; 151.15515; 2638.93787; 750.00000;   385
4.05449; 2649.93344; 690.11325; 160.25696; 2649.93344; 750.00000;   429
4.06877; 2660.92902; 775.10041; 142.44261; 2660.92902; 750.00000;   327
4.08342; 2671.92459; 751.16645; 152.08906; 2671.92459; 750.00000;   366
4.09770; 2682.92017; 776.13993; 152.91115; 2682.92017; 750.00000;   334
4.11126; 2693.91574; 800.72637; 147.93734; 2693.91574; 750.00000;   308
4.12626; 2704.91131; 739.29768; 157.83875; 2704.91131; 750.00000;   382
4.14114; 2715.90689; 739.44684; 156.36919; 2715.90689; 750.00000;   374
4.15578; 2726.90246; 742.69331; 152.87579; 2726.90246; 750.00000;   370
4.17190; 2737.89804; 679.78822; 166.97730; 2737.89804; 750.00000;   443
4.18620; 2748.89361; 766.66953; 151.29622; 2748.89361; 750.00000;   335
4.20120; 2759.88919; 747.64224; 157.82676; 2759.88919; 750.00000;   369
4.21549; 2770.88476; 767.90100; 154.64861; 2770.88476; 750.00000;   343
4.22905; 2781.88034; 799.91084; 148.99607; 2781.88034; 750.00000;   309
4.24373; 2792.87591; 753.68939; 155.33564; 2792.87591; 750.00000;   366
4.25837; 2803.87148; 741.49130; 155.70203; 2803.87148; 750.00000;   373
4.27338; 2814.86706; 738.25530; 155.60820; 2814.86706; 750.00000;   376
4.28947; 2825.86263; 694.16505; 166.22282; 2825.86263; 750.00000;   426
4.30340; 2836.85821; 777.78697; 152.79547; 2836.85821; 750.00000;   324
4.31805; 2847.85378; 749.11939; 159.60633; 2847.85378; 750.00000;   369
4.33233; 2858.84936; 764.48407; 156.66752; 2858.84936; 750.00000;   347
4.34625; 2869.84493; 802.53810; 150.56896; 2869.84493; 750.00000;   305
4.36089; 2880.84051; 748.66034; 157.22644; 2880.84051; 750.00000;   372
4.37555; 2891.83608; 747.74393; 155.75162; 2891.83608; 750.00000;   365
4.39020; 2902.83165; 750.44871; 155.06783; 2902.83165; 750.00000;   362
4.40595; 2913.82723; 698.44213; 165.85637; 2913.82723; 750.00000;   422
4.42024; 2924.82280; 766.34893; 152.06171; 2924.82280; 750.00000;   338
4.43489; 2935.81838; 754.67223; 158.00876; 2935.81838; 750.00000;   361
4.44917; 2946.81395; 779.10965; 157.14630; 2946.81395; 750.00000;   331
4.46262; 2957.80953; 809.74847; 150.09269; 2957.80953; 750.00000;   298
4.47691; 2968.80510; 766.24212; 160.08217; 2968.80510; 750.00000;   352
4.49155; 2979.80068; 753.32793; 161.38035; 2979.80068; 750.00000;   360
4.50585; 2990.79625; 761.04474; 159.66926; 2990.79625; 750.00000;   350
4.52158; 3001.79182; 703.71676; 171.65706; 3001.79182; 750.00000;   416
4.53550; 3012.78740; 789.40157; 154.38255; 3012.78740; 750.00000;   310
4.54981; 3023.78297; 768.22291; 160.93369; 3023.78297; 750.00000;   346
4.56375; 3034.77855; 788.10023; 156.99678; 3034.77855; 750.00000;   320
4.57730; 3045.77412; 821.42346; 154.87803; 3045.77412; 750.00000;   283
4.59123; 3056.76970; 778.39264; 163.61980; 3056.76970; 750.00000;   337
4.60587; 3067.76527; 751.62858; 166.23879; 3067.76527; 750.00000;   361
4.62068; 3078.76085; 741.69136; 164.31929; 3078.76085; 750.00000;   369
4.63710; 3089.75642; 676.06828; 174.42554; 3089.75642; 750.00000;   443
4.65174; 3100.75199; 747.23578; 157.36810; 3100.75199; 750.00000;   354
4.66674; 3111.74757; 740.19350; 159.44456; 3111.74757; 750.00000;   372
4.68102; 3122.74314; 764.59039; 157.73864; 3122.74314; 750.00000;   343
4.69494; 3133.73872; 793.67507; 155.94915; 3133.73872; 750.00000;   312
4.70959; 3144.73429; 747.59141; 163.66035; 3144.73429; 750.00000;   369
